player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,epa,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,positive_epa_percent,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,year,fantasyPts,ptsPerSnap,ptsPerTouch
Justin Jefferson,61398,WR,MIN,13.286,12.671,10.143,69.986,40.9,13.286,27.857,1,4.157,4.429,0.019,63.571,18,0.714,83.086,60.757,90.7,,90.757,0.0,0.0,3.429,56.0,0.0,0.0,540.0,1.857,46.057,92.857,94.186,508.143,29.971,161.0,109.814,132.143,6.571,69.543,375.571,1374.857,402.857,4.229,15.086,2.761,2023,316.6,0.3,3.04
Justin Jefferson,61398,WR,MIN,15.714,12.3,10.714,69.343,54.8,15.429,29.714,1,4.557,5.0,0.037,63.0,18,0.857,82.186,60.829,88.4,,89.229,0.0,0.0,5.0,79.429,0.0,0.0,629.0,2.571,48.457,100.429,93.114,584.429,28.029,174.429,107.514,144.714,8.286,70.857,446.857,1481.143,449.714,4.414,14.871,2.584,2024,201.5,0.21,2.34
Justin Watson,66915,WR,TB,8.0,13.0,0.0,60.0,66.7,4.0,6.0,0,11.8,2.0,-0.08,10.0,30,0.0,51.2,77.5,63.9,66.3,62.5,1.3,2.0,2.0,17.0,0.7,1.0,153.0,0.0,47.6,15.0,95.4,146.0,49.0,75.0,71.9,25.0,2.0,49.7,76.0,159.0,15.0,1.0,10.6,1.09,2019,16.4,0.1,2.34
Justin Watson,66915,WR,KC,15.333,17.2,0.0,54.267,25.0,2.0,4.667,0,16.067,3.333,0.147,13.333,16,0.0,39.4,78.167,56.967,83.1,56.7,1.033,2.667,1.333,50.333,0.633,1.667,285.667,0.667,51.4,17.0,94.333,268.667,36.6,96.333,86.1,31.667,2.0,62.433,186.667,283.0,43.667,2.467,16.333,1.063,2022,91.0,0.17,3.37
Justin Watson,66915,WR,KC,18.0,17.6,0.0,53.657,46.7,4.857,10.571,0,15.686,4.857,0.126,20.0,16,0.571,42.2,49.614,60.071,66.3,59.9,0.671,2.286,2.286,45.0,0.386,1.286,403.571,0.857,50.371,26.143,94.2,379.714,33.229,127.571,82.271,49.0,2.571,65.9,272.571,435.571,59.286,2.314,16.543,1.136,2023,62.9,0.09,2.86
Justin Watson,66915,WR,KC,19.857,16.443,0.0,63.114,83.3,5.0,8.286,1,9.457,2.857,0.114,16.714,16,0.286,59.443,62.3,56.214,36.3,55.714,1.157,5.0,1.0,49.286,0.257,1.143,442.286,1.0,48.757,24.571,94.057,416.0,32.829,145.286,105.486,40.429,2.286,65.914,291.429,371.571,65.143,2.743,15.0,0.89,2024,6.0,0.09,2.0
KJ Hamler,61590,WR,DEN,13.0,10.9,5.0,55.6,25.0,3.0,12.0,0,18.9,7.0,-0.07,17.0,10,1.0,29.2,41.7,55.9,,55.4,0.3,1.0,3.0,49.0,0.0,0.0,352.0,0.0,43.6,30.0,92.6,326.0,66.2,233.0,73.1,54.0,3.0,33.2,117.0,381.0,123.0,4.1,12.7,1.17,2020,12.4,0.14,2.48
KJ Osborn,23503,WR,MIN,17.0,10.9,1.0,67.6,46.7,7.0,15.0,2,3.8,2.0,0.07,25.0,18,0.0,80.1,81.5,64.9,67.6,65.8,0.0,0.0,3.0,64.0,0.4,2.0,537.0,5.0,44.1,50.0,93.9,504.0,51.0,274.0,109.9,74.0,7.0,48.8,262.0,655.0,182.0,3.6,13.1,1.3,2021,155.6,0.18,2.47
KJ Osborn,23503,WR,MIN,17.667,9.433,4.333,69.533,38.5,5.667,13.667,0,1.267,0.667,0.057,30.333,18,0.667,87.3,58.233,65.1,71.5,65.467,0.0,0.0,2.333,65.333,0.533,3.333,622.333,3.0,46.433,58.0,93.633,582.667,55.8,349.333,107.167,83.333,6.333,44.067,272.0,665.0,264.667,4.467,11.567,1.153,2022,120.0,0.15,2.5
KJ Osborn,23503,WR,MIN,16.714,9.3,2.429,67.4,25.0,4.143,12.714,0,7.8,4.286,0.013,29.0,18,0.857,57.814,70.1,58.7,73.6,59.086,0.0,0.0,2.714,54.857,0.4,2.571,606.143,2.429,44.814,52.286,93.786,568.571,44.143,269.714,94.1,77.429,4.429,55.8,336.0,593.571,219.714,4.143,11.414,1.049,2023,18.7,0.07,2.67
KaVontae Turpin,47658,WR,DAL,17.0,9.5,4.0,64.6,16.7,1.0,6.0,1,11.4,4.0,-0.01,18.0,9,1.0,50.6,29.8,71.2,,70.0,0.0,0.0,2.0,64.0,0.0,0.0,216.0,1.0,46.1,31.0,94.4,204.0,77.8,168.0,88.9,48.0,2.0,19.4,42.0,420.0,264.0,8.5,13.5,2.06,2024,86.5,0.23,2.01
Kadarius Toney,61245,WR,NYG,10.0,6.5,12.0,73.6,55.6,5.0,9.0,1,7.1,3.0,-0.04,21.0,21,0.0,56.9,79.7,72.8,,74.4,0.9,2.0,1.0,38.0,0.0,0.0,218.0,1.0,42.3,39.0,89.9,196.0,60.1,131.0,88.6,53.0,0.0,38.1,83.0,420.0,234.0,6.0,10.8,2.14,2021,59.3,0.41,2.58
Kadarius Toney,61245,WR,KC,11.333,4.5,8.667,79.267,50.0,2.333,4.333,0,7.7,2.333,0.067,14.333,16,0.0,61.1,58.033,76.267,,75.733,1.5,2.0,0.333,38.0,0.0,0.0,146.0,1.0,45.5,28.333,92.367,134.0,45.5,71.667,119.733,36.333,2.0,50.3,69.0,287.333,180.667,6.467,10.0,2.147,2022,53.0,0.23,1.39
Kadarius Toney,61245,WR,KC,12.286,3.586,9.429,75.686,0.0,1.0,3.0,0,10.671,3.286,0.017,13.0,16,0.571,47.557,46.757,68.4,,68.4,0.986,1.429,1.286,26.571,0.0,0.0,154.571,1.0,48.643,27.571,93.529,144.286,45.786,73.0,90.4,36.714,1.429,48.529,73.0,219.714,155.143,5.629,7.886,1.554,2023,-0.4,-0.02,-0.2
Kalif Raymond,11028,WR,DET,16.0,10.3,4.0,68.6,22.2,2.0,9.0,0,5.9,3.0,-0.01,28.0,11,0.0,70.5,87.7,60.5,68.3,60.6,0.2,1.0,1.0,75.0,0.4,2.0,497.0,0.0,48.2,48.0,94.4,469.0,33.6,167.0,106.6,70.0,4.0,66.0,328.0,576.0,267.0,5.6,12.0,1.23,2021,112.2,0.2,2.08
Kalif Raymond,11028,WR,DET,16.667,10.1,2.667,73.4,42.9,2.667,7.667,0,1.967,1.0,0.017,25.333,11,0.667,83.7,56.433,68.233,72.0,68.667,0.467,1.667,0.333,62.333,0.533,2.0,396.333,0.0,47.467,47.333,93.533,371.0,41.867,161.667,106.667,64.667,1.333,56.867,230.0,602.667,240.333,5.067,12.733,1.683,2022,97.4,0.28,2.32
Kalif Raymond,11028,WR,DET,16.857,9.357,2.857,77.971,0.0,1.143,4.429,0,2.443,1.0,0.03,22.286,11,0.286,81.529,75.443,72.329,28.2,72.743,0.657,1.857,0.143,50.143,0.457,1.429,311.0,1.143,48.571,40.286,94.657,293.857,45.943,138.429,115.314,52.286,1.143,52.371,167.714,537.714,225.286,5.657,13.457,1.904,2023,50.5,0.24,2.66
Kalif Raymond,11028,WR,DET,14.714,7.943,2.286,81.686,50.0,1.0,2.714,0,0.8,0.286,0.027,16.0,11,0.143,83.5,81.286,72.471,,72.5,0.314,0.857,0.0,41.429,0.2,0.571,210.286,0.571,47.929,28.143,96.3,201.429,45.143,96.143,129.014,34.857,1.429,54.043,111.857,371.714,185.571,7.057,13.071,1.801,2024,60.8,0.17,2.34
Kamar Aiken,6671,WR,IND,15.0,10.3,4.0,39.5,37.5,3.0,8.0,0,31.8,7.0,-0.2,7.0,14,0.0,26.5,73.6,47.0,70.6,44.8,1.1,4.0,2.0,21.0,0.5,2.0,373.0,2.0,38.2,15.0,94.9,354.0,53.1,198.0,27.6,38.0,0.0,45.6,170.0,133.0,46.0,3.1,8.9,0.38,2017,11.3,0.09,1.88
Kayshon Boutte,124087,WR,NE,15.0,14.5,5.0,64.2,75.0,9.0,12.0,1,10.4,5.0,0.01,25.0,19,0.0,47.6,78.8,61.4,,62.5,0.8,4.0,2.0,48.0,0.0,0.0,507.0,3.0,48.3,43.0,91.9,466.0,13.6,69.0,94.7,67.0,3.0,85.6,434.0,589.0,152.0,3.5,13.7,1.26,2024,124.1,0.2,3.76
KeeSean Johnson,39587,WR,ARZ,10.0,10.2,1.0,52.5,16.7,1.0,6.0,0,12.5,3.0,0.08,10.0,1,1.0,50.8,25.6,53.5,,53.4,0.0,0.0,1.0,31.0,0.0,0.0,256.0,2.0,43.6,21.0,94.1,241.0,5.1,13.0,63.2,40.0,1.0,94.9,243.0,187.0,49.0,2.3,8.9,0.78,2019,32.3,0.15,2.15
Keelan Cole Sr,51593,WR,JAX,19.0,13.8,4.0,57.7,40.0,8.0,20.0,0,6.3,3.0,-0.01,34.0,15,2.0,69.9,24.7,74.0,,72.0,0.0,0.0,3.0,75.0,0.0,0.0,534.0,2.0,43.5,45.0,94.4,504.0,33.9,181.0,91.3,78.0,3.0,66.1,353.0,830.0,288.0,6.4,18.4,1.65,2017,93.1,0.14,2.45
Keelan Cole Sr,51593,WR,JAX,17.0,11.4,2.0,58.833,77.8,7.333,12.667,0,11.167,5.0,-0.077,28.0,15,2.0,45.3,22.967,64.267,61.6,63.533,0.4,2.0,2.333,48.333,0.133,0.667,505.333,2.667,43.633,40.333,95.667,483.333,25.433,129.667,80.9,68.667,1.667,74.033,373.0,604.0,188.0,4.533,14.733,1.243,2018,78.7,0.21,3.15
Keelan Cole Sr,51593,WR,JAX,16.429,11.8,0.857,63.329,66.7,5.429,8.857,0,7.071,2.714,-0.073,22.857,15,0.857,55.014,53.957,65.543,,66.2,0.4,1.429,1.571,52.143,0.057,0.286,373.714,2.286,41.957,31.0,94.6,354.571,40.614,137.286,100.729,50.0,2.429,58.929,234.714,465.143,140.571,4.457,14.886,1.333,2019,149.4,0.19,2.67
Keelan Cole Sr,51593,WR,JAX,16.0,11.486,2.429,65.429,57.1,6.714,11.0,0,7.829,4.0,-0.053,28.429,15,0.286,57.543,73.614,64.286,66.6,64.357,0.486,2.429,1.143,49.857,0.143,0.714,492.143,1.571,44.329,43.714,95.3,470.429,57.143,291.714,103.614,66.857,3.857,42.343,197.857,540.143,152.571,3.657,12.814,1.183,2020,78.9,0.14,2.82
Keelan Cole Sr,51593,WR,NYJ,15.429,12.671,1.143,61.1,44.4,5.143,10.0,0,4.886,2.143,-0.093,23.857,22,0.0,69.9,80.543,62.929,66.1,63.6,0.486,2.143,2.714,53.286,0.229,0.857,420.714,1.143,42.071,35.143,94.2,397.429,36.371,172.714,81.086,56.857,2.429,63.086,245.857,491.571,114.429,3.286,14.629,1.266,2021,30.1,0.08,3.01
Keenan Allen,7857,WR,LAC,16.0,9.9,13.0,69.4,50.0,14.0,28.0,2,9.7,11.0,0.24,74.0,27,1.0,54.2,58.7,89.3,67.4,89.7,0.3,2.0,2.0,51.0,0.3,2.0,583.0,7.0,48.8,102.0,93.8,547.0,49.2,287.0,107.3,147.0,6.0,49.7,290.0,1393.0,523.0,5.1,13.7,2.55,2017,260.1,0.33,2.45
Keenan Allen,7857,WR,LAC,17.333,9.9,9.0,73.267,47.4,10.667,22.0,0,5.7,6.333,0.22,68.667,27,1.667,76.333,61.767,89.3,65.7,89.7,0.3,2.0,2.667,53.0,0.233,1.333,595.667,5.667,49.333,102.667,93.6,557.667,53.733,320.333,110.7,140.333,6.667,45.567,271.333,1336.333,455.667,4.433,13.033,2.397,2018,261.5,0.28,2.44
Keenan Allen,7857,WR,LAC,16.571,10.129,7.857,71.8,46.2,11.429,24.286,0,5.071,5.571,0.163,65.429,27,0.714,79.8,74.529,84.443,70.0,85.129,0.3,2.0,5.714,48.429,0.386,2.286,622.714,4.143,50.229,103.429,93.086,579.571,52.971,329.857,96.586,144.143,6.286,46.557,290.0,1257.857,411.286,3.957,12.157,2.176,2019,247.1,0.28,2.45
Keenan Allen,7857,WR,LAC,15.143,8.529,9.286,72.371,56.3,15.0,28.429,1,2.986,3.143,0.133,62.286,27,2.0,87.514,66.271,84.357,73.3,84.729,0.357,2.0,5.571,36.571,0.4,2.143,586.857,2.714,48.314,101.571,93.386,547.857,52.514,308.429,95.829,140.429,7.286,46.986,275.714,1096.286,422.0,4.129,10.757,1.997,2020,255.8,0.26,2.41
Keenan Allen,7857,WR,LAC,15.429,8.757,5.857,71.214,50.0,14.857,28.857,0,5.686,6.429,0.131,64.143,27,1.429,72.143,62.843,80.086,,80.243,0.329,2.0,5.429,38.429,0.186,1.0,644.143,3.286,48.729,104.0,93.157,600.0,58.029,376.429,92.457,146.143,6.571,41.129,262.0,1105.0,384.286,3.714,10.586,1.85,2021,166.0,0.32,2.48
Keenan Allen,7857,WR,LAC,12.857,8.729,3.0,74.329,41.7,9.429,19.429,0,2.514,2.857,0.097,52.143,27,1.286,82.186,52.843,82.5,72.2,82.514,0.143,0.857,3.286,42.286,0.457,2.0,515.0,1.429,48.043,85.714,95.043,487.714,62.186,318.429,101.4,116.286,5.143,36.843,191.571,931.429,329.143,3.886,10.929,1.936,2022,274.9,0.35,2.5
Keenan Allen,7857,WR,LAC,12.857,9.5,4.714,74.557,50.0,9.143,18.857,0,4.143,4.714,0.063,53.714,27,1.571,79.8,42.671,83.929,77.5,84.557,0.043,0.286,2.429,43.143,0.486,2.571,538.429,1.143,47.943,97.429,94.486,507.857,61.114,327.857,106.771,131.143,6.0,38.043,206.0,1105.143,358.571,3.743,11.329,2.18,2023,186.4,0.22,2.66
Keenan Allen,7857,WR,CHI,13.857,9.871,4.429,66.4,59.1,11.0,20.0,0,7.4,6.286,-0.019,46.714,6,1.286,66.143,45.4,73.229,67.5,75.714,0.0,0.0,0.857,44.286,0.529,3.0,561.714,2.571,44.0,81.143,92.771,520.143,56.943,317.714,103.043,121.714,6.571,42.543,241.143,896.429,291.571,3.571,10.957,1.74,2024,182.7,0.29,2.26
Keith Kirkwood,48017,WR,NO,9.0,13.5,2.0,65.2,55.6,5.0,9.0,0,6.3,1.0,0.13,11.0,20,0.0,65.6,73.0,63.9,65.7,65.1,3.4,6.0,1.0,42.0,0.6,1.0,176.0,1.0,51.8,15.0,93.8,165.0,69.9,123.0,117.2,23.0,3.0,26.7,47.0,217.0,48.0,3.2,14.5,1.32,2018,0.0,0.0,
Keke Coutee,47698,WR,HST,7.0,5.0,2.0,75.0,25.0,1.0,4.0,0,7.1,3.0,-0.06,19.0,13,0.0,64.8,78.5,68.0,62.4,68.8,0.0,0.0,2.0,40.0,0.4,1.0,230.0,1.0,46.8,39.0,94.3,217.0,72.6,167.0,93.2,52.0,2.0,26.1,60.0,397.0,262.0,6.7,10.2,1.83,2018,54.8,0.16,2.28
Keke Coutee,47698,WR,HST,8.333,6.733,2.667,66.933,0.0,0.333,2.667,0,10.367,3.0,-0.06,13.0,13,0.667,48.533,43.5,58.067,,57.8,0.267,0.667,2.0,47.333,0.133,0.333,238.667,0.333,48.067,27.667,94.567,225.667,72.2,172.333,71.667,40.667,0.667,26.833,64.0,301.667,179.333,6.433,11.067,1.343,2019,91.0,0.31,2.76
Keke Coutee,47698,WR,HST,8.143,8.886,3.429,74.686,66.7,2.429,4.571,0,7.7,2.429,0.117,15.857,13,2.0,61.257,29.271,63.857,69.8,63.4,0.343,0.857,0.857,56.857,0.286,0.714,234.286,0.143,53.743,30.714,94.471,221.286,73.229,171.571,105.971,40.857,2.0,25.329,59.429,357.857,164.286,5.386,11.657,1.621,2020,1.5,0.05,1.5
Kelvin Benjamin,8663,WR,BUF,15.0,11.9,3.0,61.3,44.8,13.0,29.0,0,9.3,5.0,0.03,31.0,4,0.0,57.4,79.2,69.0,,68.7,0.0,0.0,2.0,43.0,0.0,0.0,425.0,2.0,42.9,49.0,95.5,406.0,17.9,76.0,91.7,80.0,3.0,82.1,349.0,701.0,148.0,3.0,14.3,1.73,2017,69.0,0.13,2.76
Kendrick Bourne,12270,WR,SF,11.0,13.2,2.0,51.6,40.0,2.0,5.0,2,5.9,1.0,0.19,12.0,28,0.0,67.7,73.6,62.6,70.6,63.8,0.5,1.0,2.0,54.0,0.5,1.0,212.0,4.0,50.2,16.0,95.3,202.0,22.6,48.0,52.8,31.0,0.0,76.9,163.0,257.0,112.0,7.0,16.1,1.27,2017,114.7,0.19,2.73
Kendrick Bourne,12270,WR,SF,14.333,10.533,4.0,63.867,35.7,4.0,11.0,0,9.033,3.667,0.063,24.0,28,0.667,57.633,54.8,65.267,72.9,64.933,0.833,3.0,2.0,40.0,0.5,1.667,336.0,2.667,46.533,33.333,93.1,311.333,24.467,83.333,86.0,50.333,2.667,74.567,249.0,410.333,138.667,4.733,13.1,1.31,2018,95.8,0.21,3.19
Kendrick Bourne,12270,WR,SF,17.0,9.714,4.571,66.171,58.3,5.714,11.571,0,9.586,3.857,0.067,26.286,28,0.286,57.1,68.0,67.857,75.9,68.457,0.7,2.429,1.429,34.286,0.9,3.0,338.857,2.286,47.714,34.857,91.671,310.0,39.971,136.286,107.486,51.857,4.571,59.1,199.286,430.714,142.857,4.371,12.7,1.384,2019,127.7,0.19,2.61
Kendrick Bourne,12270,WR,SF,16.286,9.629,6.143,68.314,50.0,6.714,13.429,0,8.657,4.143,0.031,32.286,28,0.143,61.086,74.171,70.6,80.9,71.329,0.657,2.857,1.714,41.286,0.643,2.571,426.286,2.571,47.471,44.286,92.8,396.571,44.771,190.429,104.314,64.857,3.429,54.457,232.571,578.143,188.0,4.2,12.971,1.453,2020,177.5,0.31,2.65
Kendrick Bourne,12270,WR,NE,17.286,9.014,9.0,76.414,75.0,8.143,12.571,0,5.343,2.857,0.096,32.857,19,0.571,75.014,63.329,75.0,,75.1,0.257,1.143,1.286,61.143,0.286,1.143,449.857,2.857,49.057,54.571,93.543,421.286,41.771,186.286,125.343,71.0,5.429,57.357,259.429,755.429,320.286,5.671,13.714,1.78,2021,88.3,0.2,2.15
Kendrick Bourne,12270,WR,NE,16.429,9.914,5.857,75.929,40.0,4.714,8.286,1,6.471,2.857,0.014,27.0,19,1.429,70.086,39.471,68.857,,71.214,0.086,0.429,1.714,51.857,0.057,0.286,377.714,3.571,45.171,44.714,94.871,357.714,32.686,128.571,106.414,58.571,2.857,66.943,247.286,593.857,232.0,4.886,13.057,1.627,2022,102.0,0.27,2.68
Kendrick Bourne,12270,WR,NE,11.714,10.243,5.286,71.557,0.0,1.857,5.429,0,2.7,1.143,-0.154,19.571,19,1.286,81.8,30.8,67.686,,70.229,0.0,0.0,3.0,43.0,0.0,0.0,296.0,3.286,42.271,40.0,95.057,281.143,30.414,91.429,93.729,55.571,3.571,69.443,203.857,481.286,219.286,5.329,11.843,1.696,2023,65.1,0.14,2.24
Kendrick Bourne,12270,WR,NE,11.429,9.886,3.571,73.129,60.0,3.714,7.571,0,3.071,1.0,-0.07,14.857,19,0.571,79.329,55.771,63.771,70.2,65.429,0.171,0.571,1.429,37.286,0.171,0.571,296.0,2.0,45.857,31.571,92.929,274.571,24.1,70.0,98.8,43.571,1.857,75.729,225.429,352.286,135.429,4.186,11.143,1.31,2024,92.1,0.16,2.49
Kenny Golladay,11851,WR,DET,11.0,15.7,4.0,58.3,42.9,6.0,14.0,0,9.7,3.0,0.03,18.0,11,0.0,56.8,76.6,68.0,65.7,68.1,1.3,4.0,1.0,54.0,0.3,1.0,318.0,4.0,47.2,28.0,90.6,288.0,24.8,79.0,104.3,48.0,3.0,73.9,235.0,477.0,177.0,6.3,17.0,1.66,2017,207.1,0.23,2.92
Kenny Golladay,11851,WR,DET,13.667,13.567,6.0,60.033,56.7,13.333,24.667,1,5.967,3.0,0.017,43.333,11,0.667,73.533,58.467,76.667,,76.9,1.3,6.667,1.667,58.0,0.1,0.333,512.667,4.0,45.067,56.0,92.267,474.667,28.133,147.667,100.5,92.667,4.333,70.433,357.667,867.667,292.333,5.433,15.8,1.8,2018,250.0,0.27,3.85
Kenny Golladay,11851,WR,DET,15.0,15.014,4.857,58.586,63.4,20.571,34.0,3,6.614,4.143,0.07,48.286,11,0.857,66.657,51.629,78.514,48.3,78.271,0.557,2.857,3.571,67.714,0.214,1.286,577.429,5.143,45.486,61.143,92.971,537.714,21.2,120.429,104.729,104.286,8.143,78.186,453.857,1051.857,298.429,5.014,17.229,1.931,2019,65.8,0.29,3.29
Kenny Golladay,11851,WR,DET,9.571,14.786,2.143,60.843,76.9,15.571,23.429,0,7.814,3.0,0.159,32.0,11,0.429,56.014,63.2,81.029,,79.871,0.186,1.143,1.714,57.429,0.086,0.571,351.714,2.286,44.8,40.0,92.186,326.571,19.114,70.0,112.914,67.0,5.0,80.671,280.429,685.0,160.571,3.257,17.057,2.259,2020,89.1,0.13,2.41
Kenny Golladay,11851,WR,NYG,11.714,14.614,3.429,54.243,48.4,15.143,27.286,0,5.1,1.857,-0.019,27.429,21,0.143,68.614,72.471,73.757,,73.1,0.0,0.0,3.0,45.0,0.043,0.286,388.857,1.429,40.629,36.143,93.271,364.429,18.743,72.857,77.929,68.143,2.143,81.257,316.0,564.286,121.571,3.043,15.5,1.699,2021,20.1,0.08,3.35
Kenny Stills,7926,WR,MIA,16.0,15.3,5.0,57.4,37.5,9.0,24.0,1,4.9,3.0,-0.11,35.0,17,4.0,76.4,18.5,59.9,,62.5,0.0,0.0,5.0,61.0,0.0,0.0,649.0,9.0,42.8,58.0,95.7,621.0,46.5,302.0,84.1,101.0,6.0,53.5,347.0,847.0,162.0,2.8,14.6,1.36,2017,128.3,0.17,3.47
Kenny Stills,7926,WR,MIA,15.333,16.367,3.0,60.267,72.7,8.333,15.333,1,6.633,3.0,-0.07,29.667,17,1.333,68.2,58.833,62.9,,65.033,0.0,0.0,3.0,70.333,0.0,0.0,527.667,7.0,43.6,44.0,93.967,497.0,39.367,212.0,102.233,73.667,6.0,60.5,315.0,651.0,144.0,3.333,14.8,1.3,2018,120.1,0.2,3.0
Kenny Stills,7926,WR,HST,15.143,13.529,1.286,67.771,50.0,7.571,14.571,1,6.271,3.0,0.021,31.571,13,0.571,69.514,70.414,67.186,71.8,68.1,0.0,0.0,1.857,61.0,0.229,1.143,506.143,3.571,46.057,45.714,94.271,477.571,38.814,198.286,116.671,68.143,5.429,61.129,307.571,671.571,167.429,3.657,14.686,1.403,2019,31.4,0.19,2.85
Keon Coleman,144949,WR,BUF,16.0,15.4,4.0,50.0,36.8,7.0,19.0,2,13.5,5.0,0.17,22.0,4,0.0,48.3,77.7,68.3,,68.8,0.0,0.0,2.0,64.0,0.0,0.0,405.0,5.0,45.8,32.0,92.1,373.0,11.9,48.0,89.2,64.0,4.0,87.9,356.0,578.0,226.0,7.1,18.1,1.55,2024,102.4,0.18,2.69
Kevin Austin,84345,WR,NO,8.0,12.0,0.0,52.4,50.0,2.0,4.0,0,8.3,1.0,-0.06,10.0,20,1.0,60.2,21.0,56.0,77.0,57.6,0.0,0.0,1.0,23.0,2.8,6.0,211.0,1.0,41.9,11.0,91.0,192.0,20.9,44.0,55.9,21.0,0.0,78.7,166.0,151.0,39.0,3.5,13.7,0.79,2024,33.0,0.14,2.54
KhaDarel Hodge,26104,WR,DET,13.0,11.6,1.0,52.0,44.4,4.0,9.0,0,7.1,1.0,-0.16,7.0,11,0.0,65.6,73.0,68.1,,66.7,1.2,2.0,2.0,42.0,0.0,0.0,168.0,0.0,39.9,13.0,94.0,158.0,6.5,11.0,38.3,25.0,0.0,91.1,153.0,157.0,39.0,3.0,12.1,0.99,2021,39.2,0.2,3.02
KhaDarel Hodge,26104,WR,ATL,15.0,12.467,1.667,62.933,40.0,2.667,6.333,0,7.1,1.0,0.027,7.0,2,0.0,64.8,72.8,74.033,,73.167,0.4,0.667,0.667,40.0,0.0,0.0,111.333,0.0,45.367,13.0,94.8,105.333,15.033,14.333,93.367,21.0,0.667,84.167,95.667,187.0,53.667,4.133,14.367,2.037,2022,37.2,0.1,2.48
KhaDarel Hodge,26104,WR,ATL,16.143,13.343,3.0,61.771,50.0,1.714,3.857,0,10.186,1.571,0.08,10.429,2,0.0,56.114,44.0,67.386,68.1,68.443,0.171,0.286,1.429,46.857,0.286,0.571,156.857,0.0,49.557,13.571,95.371,149.714,21.129,34.143,73.5,22.143,0.286,78.529,122.143,212.714,71.571,5.257,15.643,1.599,2023,26.1,0.11,3.73
Khalil Shakir,84140,WR,BUF,16.0,14.6,0.0,65.2,66.7,2.0,3.0,0,11.8,2.0,-0.02,11.0,4,0.0,52.8,77.6,65.6,52.8,68.0,0.0,0.0,0.0,31.0,0.0,0.0,181.0,0.0,43.3,15.0,94.5,171.0,61.3,111.0,116.6,23.0,1.0,38.7,70.0,252.0,84.0,5.6,16.8,1.47,2022,113.1,0.19,2.83
Khalil Shakir,84140,WR,BUF,18.0,9.8,3.333,80.067,60.0,2.667,4.333,0,5.267,1.333,0.147,25.0,4,0.0,75.333,81.133,73.0,69.9,73.933,0.667,2.667,0.0,64.333,0.467,2.0,335.667,0.667,49.433,37.667,94.967,319.0,71.633,248.333,133.2,45.0,3.0,27.767,84.667,541.333,255.333,6.533,14.933,1.657,2023,182.5,0.31,2.34
Khalil Shakir,84140,WR,BUF,18.0,7.343,14.571,81.0,46.7,5.143,10.429,1,3.457,1.714,0.217,34.714,4,0.571,83.086,68.143,76.371,61.6,77.457,0.514,2.286,0.571,57.286,0.314,1.429,428.429,2.0,50.271,69.857,92.7,395.571,71.9,311.571,120.343,85.0,3.571,27.271,112.857,800.571,511.714,7.086,12.457,1.967,2024,168.4,0.27,2.31
Ladd McConkey,124030,WR,LAC,17.0,10.7,14.0,73.4,62.5,15.0,24.0,0,6.2,6.0,0.04,60.0,27,2.0,73.6,36.7,84.3,,85.0,0.5,3.0,2.0,86.0,0.0,0.0,554.0,1.0,44.3,91.0,93.7,519.0,69.3,384.0,123.3,124.0,8.0,30.0,166.0,1346.0,477.0,5.2,14.8,2.59,2024,180.9,0.22,2.74
Laquon Treadwell,10657,WR,MIN,18.0,12.5,0.0,58.8,50.0,3.0,6.0,0,4.8,1.0,0.08,11.0,18,1.0,70.5,24.5,53.3,,53.8,0.0,0.0,2.0,25.0,0.0,0.0,344.0,4.0,45.6,20.0,92.4,318.0,8.1,28.0,51.1,34.0,0.0,91.9,316.0,200.0,59.0,3.0,10.0,0.63,2017,71.2,0.13,2.03
Laquon Treadwell,10657,WR,MIN,16.0,8.167,2.667,69.267,40.0,3.667,8.667,0,9.933,3.667,-0.02,14.333,18,0.333,53.567,59.7,51.967,,52.667,0.0,0.0,2.0,23.0,0.0,0.0,372.0,2.667,46.0,30.0,94.333,351.333,16.833,64.0,70.567,42.667,0.667,83.167,308.0,268.0,98.333,3.267,9.067,0.757,2018,33.4,0.2,3.71
Laquon Treadwell,10657,WR,JAX,13.714,10.643,5.143,66.657,50.0,5.0,10.571,0,5.914,2.143,-0.014,18.714,15,0.143,68.329,69.643,63.414,75.2,62.514,0.171,0.571,1.429,33.286,1.086,3.429,336.571,2.286,44.4,31.714,93.171,314.0,21.043,70.286,81.557,47.429,0.857,78.786,265.714,362.857,110.143,3.457,11.429,1.193,2021,10.2,0.07,1.7
Larry Fitzgerald,1724,WR,ARZ,16.0,8.5,9.0,71.2,45.0,18.0,40.0,1,3.5,4.0,-0.11,66.0,1,1.0,90.4,60.3,80.0,74.5,78.8,1.3,9.0,1.0,37.0,0.4,3.0,702.0,2.0,40.4,109.0,92.6,650.0,61.8,434.0,103.3,153.0,6.0,36.6,257.0,1156.0,418.0,3.8,10.6,1.78,2017,178.4,0.2,2.59
