player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,epa,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,positive_epa_percent,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,year,fantasyPts,ptsPerSnap,ptsPerTouch
DeAndre Carter,9859,WR,WAS,15.333,8.833,1.0,69.567,33.3,1.667,4.333,0,7.4,2.0,0.087,14.667,32,0.333,63.433,40.167,63.667,,64.1,0.0,0.0,1.333,34.0,0.0,0.0,247.333,0.0,48.367,23.333,94.533,233.0,46.333,108.0,91.4,35.333,2.0,53.5,139.0,269.333,106.0,4.667,11.467,1.163,2021,116.3,0.17,2.42
DeAndre Carter,9859,WR,LAC,16.857,9.214,1.0,70.729,30.0,2.429,7.571,0,5.457,2.0,0.026,23.429,27,0.714,71.7,46.814,62.486,68.8,63.986,0.229,1.143,1.143,34.571,0.343,1.714,411.143,0.0,46.214,37.429,95.543,393.571,53.229,224.571,99.171,53.429,2.571,46.014,183.0,432.571,166.0,4.514,11.543,1.116,2022,9.7,0.1,1.39
DeAndre Hopkins,7808,WR,HST,15.0,14.0,4.0,58.5,31.3,15.0,48.0,1,5.0,5.0,-0.01,69.0,13,1.0,80.4,57.1,90.2,,90.3,0.0,0.0,6.0,72.0,0.0,0.0,631.0,6.0,43.4,96.0,91.3,576.0,15.7,99.0,97.1,164.0,13.0,84.0,530.0,1378.0,346.0,3.6,14.4,2.39,2017,337.5,0.31,2.91
DeAndre Hopkins,7808,WR,HST,16.333,12.8,9.333,66.833,55.6,21.667,46.0,1,1.667,1.667,0.077,79.667,13,1.667,88.2,47.1,91.4,,91.5,0.0,0.0,4.0,56.667,0.0,0.0,698.333,4.0,46.867,112.0,92.7,648.0,18.367,129.0,109.167,167.333,11.667,81.533,568.667,1532.0,380.0,3.4,13.733,2.363,2018,264.3,0.27,2.49
DeAndre Hopkins,7808,WR,HST,16.714,11.657,10.857,69.1,47.1,18.429,39.143,1,3.457,4.143,0.107,78.143,13,1.857,85.343,56.129,89.343,,89.557,0.0,0.0,2.286,48.857,0.0,0.0,714.143,3.429,47.971,116.0,93.386,667.429,29.3,210.714,107.7,167.714,9.0,70.543,502.0,1441.143,398.286,3.457,12.457,2.161,2019,291.8,0.28,2.52
DeAndre Hopkins,7808,WR,ARZ,16.429,9.971,17.143,73.057,50.0,15.571,31.0,1,1.886,2.286,0.089,77.0,1,2.571,89.214,45.871,88.0,,88.614,0.0,0.0,1.857,53.571,0.0,0.0,691.429,4.714,49.171,116.857,94.057,650.286,19.357,137.143,109.771,160.143,7.0,80.471,553.143,1426.143,472.143,4.043,12.171,2.196,2020,147.2,0.26,3.5
DeAndre Hopkins,7808,WR,ARZ,12.714,11.6,9.429,72.143,46.2,9.429,19.714,0,3.514,2.286,0.184,50.714,1,1.143,81.343,64.786,83.029,,84.071,0.0,0.0,0.714,54.714,0.0,0.0,489.429,3.857,51.857,73.857,94.529,462.0,16.786,87.429,127.457,101.714,7.286,83.129,401.429,925.0,287.714,3.671,12.9,1.936,2021,153.7,0.28,2.4
DeAndre Hopkins,7808,WR,ARZ,10.286,11.143,6.714,70.329,52.4,9.857,19.429,0,2.271,1.286,-0.009,39.857,1,1.571,86.214,42.471,76.9,,77.8,0.0,0.0,2.571,43.143,0.0,0.0,414.571,2.286,44.843,65.0,93.871,389.143,21.314,84.857,104.343,92.0,4.857,78.657,329.571,774.143,215.571,3.186,12.029,1.956,2022,223.6,0.29,2.9
DeAndre Hopkins,7808,WR,TEN,13.714,13.386,4.714,62.057,22.7,6.857,20.429,0,3.986,2.857,-0.077,42.0,31,0.571,80.8,65.414,78.514,62.3,79.643,0.0,0.0,4.571,52.143,0.114,0.571,470.143,3.0,41.057,67.143,93.343,438.429,21.529,100.429,90.543,111.0,6.0,78.071,367.429,890.571,206.571,3.1,13.2,2.011,2023,147.0,0.28,2.63
DeAndre Hopkins,7808,WR,KC,17.0,12.386,3.857,65.143,54.2,10.429,23.0,1,4.414,3.0,-0.034,40.429,16,0.286,74.814,72.986,78.014,,78.029,0.0,0.0,4.0,42.143,0.057,0.286,460.857,1.857,44.4,64.286,91.557,422.286,24.157,110.0,91.686,100.429,5.857,75.643,349.714,769.571,158.429,2.4,11.8,1.8,2024,67.0,0.2,3.05
DeSean Jackson,4363,WR,TB,14.0,16.3,1.0,57.5,31.6,6.0,19.0,0,2.0,1.0,0.08,36.0,30,0.0,86.6,79.9,76.8,,76.8,0.0,0.0,4.0,41.0,0.0,0.0,465.0,0.0,48.2,50.0,93.8,436.0,20.0,93.0,74.3,87.0,3.0,79.8,371.0,668.0,190.0,3.8,13.4,1.53,2017,151.3,0.33,3.22
DeSean Jackson,4363,WR,TB,12.667,18.5,1.667,57.1,27.3,4.0,13.667,1,3.8,1.667,0.113,32.667,30,0.0,78.733,80.633,78.533,,79.467,0.0,0.0,6.0,63.667,0.0,0.0,395.667,1.333,50.267,44.0,94.267,372.667,17.533,70.333,73.633,77.0,3.667,82.2,324.333,738.667,181.333,4.133,17.067,2.023,2018,36.9,0.57,4.1
DeSean Jackson,4363,WR,PHI,8.286,17.3,0.714,56.471,33.3,2.286,7.571,0,8.771,1.857,-0.083,19.714,24,0.0,62.2,77.243,71.829,,71.543,0.0,0.0,3.143,73.571,0.0,0.0,246.143,0.571,45.543,26.857,96.286,234.571,18.6,45.0,80.014,47.286,2.143,81.286,200.714,451.429,114.286,4.4,16.971,1.896,2020,77.8,0.26,3.7
DeSean Jackson,4363,WR,LV,12.286,18.057,0.857,59.443,28.6,1.857,6.429,0,9.214,2.0,-0.036,14.714,23,0.571,59.371,47.371,70.029,,69.886,0.229,0.571,2.429,76.714,0.0,0.0,219.0,0.286,47.1,21.857,96.071,209.571,21.529,46.714,92.243,36.857,2.0,78.2,171.571,452.286,143.0,6.671,20.614,2.107,2021,24.3,0.22,2.7
DeVante Parker,9447,WR,MIA,13.0,12.6,8.0,60.0,45.2,14.0,31.0,0,6.6,4.0,-0.08,33.0,17,1.0,69.2,41.8,69.5,,68.7,0.2,1.0,6.0,36.0,0.0,0.0,475.0,0.0,43.7,57.0,96.4,458.0,19.4,92.0,58.7,95.0,1.0,80.4,382.0,670.0,201.0,3.5,11.8,1.46,2017,60.9,0.15,2.54
DeVante Parker,9447,WR,MIA,11.667,13.2,4.667,57.2,30.0,6.667,17.0,0,4.867,2.0,-0.14,20.333,17,0.333,72.533,64.267,69.3,65.5,68.367,0.067,0.333,2.667,42.667,0.267,0.667,321.667,0.0,40.967,35.0,93.6,303.333,19.8,63.333,70.633,60.333,1.0,80.133,258.0,429.333,131.667,3.833,12.533,1.4,2018,246.2,0.27,3.42
DeVante Parker,9447,WR,MIA,14.143,14.057,6.571,59.086,56.4,15.429,29.571,0,5.8,3.714,-0.083,41.857,17,0.143,68.057,74.229,74.957,,74.9,0.2,1.286,3.429,47.429,0.114,0.286,523.571,0.571,43.043,56.143,93.886,492.857,21.629,115.714,90.729,93.857,5.571,78.171,406.571,870.857,210.143,3.757,14.914,1.68,2019,166.3,0.23,2.64
DeVante Parker,9447,WR,MIA,14.143,12.243,6.714,61.257,60.0,18.714,32.571,0,8.143,5.571,0.033,44.286,17,0.571,62.743,60.186,76.171,64.5,76.543,0.2,1.143,2.429,38.857,0.171,0.714,504.429,1.429,48.686,60.0,93.657,473.143,22.514,114.714,94.086,97.286,5.0,77.286,388.571,840.714,187.857,3.171,13.814,1.736,2020,103.5,0.19,2.59
DeVante Parker,9447,WR,MIA,12.0,12.243,4.286,57.957,46.7,17.143,32.714,0,8.986,5.0,-0.011,37.714,17,0.286,59.443,69.329,74.743,,75.229,0.1,0.571,2.286,40.143,0.057,0.286,446.143,1.286,45.914,51.143,93.843,418.714,17.371,81.857,84.371,87.286,3.571,82.529,363.714,692.571,148.714,2.843,13.357,1.616,2021,102.9,0.19,3.32
DeVante Parker,9447,WR,NE,12.286,14.671,2.714,62.371,52.6,12.714,24.429,0,4.029,2.143,0.009,29.0,19,0.143,75.386,72.6,74.057,48.8,74.2,0.029,0.143,3.143,41.0,0.2,0.714,368.571,1.143,46.457,38.143,93.457,344.571,11.957,46.429,86.4,62.0,2.857,88.014,322.0,568.429,115.143,3.1,15.429,1.65,2022,72.4,0.13,2.19
DeVonta Smith,61100,WR,PHI,18.0,14.9,11.0,61.8,39.3,11.0,28.0,0,4.2,3.0,0.08,45.0,24,1.0,81.5,49.1,77.7,,77.6,0.2,1.0,3.0,46.0,0.0,0.0,599.0,3.0,44.8,68.0,94.0,563.0,12.0,72.0,94.4,110.0,5.0,87.1,522.0,976.0,260.0,3.8,14.4,1.73,2021,256.6,0.24,2.7
DeVonta Smith,61100,WR,PHI,19.333,11.767,13.667,68.2,41.9,12.333,30.0,0,4.867,5.0,0.093,57.667,24,1.0,80.367,72.833,79.5,,79.933,0.067,0.333,1.667,45.333,0.0,0.0,690.333,2.333,45.533,96.0,94.467,652.333,20.667,146.667,107.4,139.333,7.0,79.033,542.0,1254.0,460.667,4.667,13.267,1.91,2022,229.6,0.22,2.83
DeVonta Smith,61100,WR,PHI,18.0,12.243,10.429,70.257,39.3,11.571,28.857,0,5.114,5.0,0.08,55.0,24,1.0,78.271,62.814,77.157,,78.314,0.029,0.143,2.429,55.429,0.0,0.0,677.571,1.571,45.914,92.0,94.886,643.0,26.629,181.714,109.686,130.571,7.0,72.9,492.857,1231.143,388.857,4.171,13.457,1.91,2023,199.4,0.25,2.89
DeVonta Smith,61100,WR,PHI,17.429,10.6,10.143,78.257,43.8,9.0,21.571,0,4.829,4.571,0.137,52.286,24,0.429,78.914,74.929,79.429,,81.329,0.229,1.143,2.714,52.429,0.0,0.0,601.714,2.857,48.443,89.143,94.557,569.286,44.286,256.0,120.214,115.143,8.286,55.314,343.429,1130.429,381.0,4.271,12.671,1.991,2024,201.8,0.23,2.62
Dede Westbrook,11865,WR,JAX,10.0,12.4,4.0,54.0,33.3,5.0,15.0,0,10.5,4.0,0.11,20.0,15,1.0,52.5,28.9,62.1,,61.2,0.0,0.0,1.0,29.0,0.0,0.0,322.0,3.0,47.7,34.0,95.7,308.0,11.5,37.0,73.8,63.0,1.0,88.5,285.0,424.0,121.0,3.6,12.5,1.38,2017,177.5,0.22,2.37
Dede Westbrook,11865,WR,JAX,14.0,10.2,6.667,63.867,33.3,5.667,17.0,0,9.033,5.333,-0.043,32.667,15,1.667,59.767,38.833,68.233,61.6,67.067,0.0,0.0,2.333,50.333,0.133,0.667,492.667,3.0,44.167,55.333,95.767,472.0,62.767,353.0,87.8,85.0,3.667,36.967,138.333,619.333,282.333,4.867,11.433,1.32,2018,152.7,0.21,2.15
Dede Westbrook,11865,WR,JAX,14.571,8.486,8.0,66.229,26.3,5.286,18.143,1,7.129,4.571,-0.007,31.714,15,0.714,68.357,55.386,65.529,,65.257,0.114,0.571,2.143,43.857,0.057,0.286,551.143,3.0,43.843,61.429,93.843,516.571,74.157,432.429,88.429,91.857,3.286,25.614,117.571,642.571,299.286,4.771,10.614,1.251,2019,1.4,0.09,1.4
Deebo Samuel,48274,WR,SF,18.0,7.9,23.0,71.3,41.2,7.0,17.0,0,13.0,10.0,0.13,40.0,28,2.0,40.3,29.6,77.5,75.8,75.3,0.8,4.0,3.0,42.0,0.6,3.0,491.0,8.0,50.0,67.0,91.6,450.0,25.9,127.0,100.0,94.0,3.0,71.3,350.0,929.0,563.0,8.4,13.9,2.06,2019,80.7,0.26,1.97
Deebo Samuel,48274,WR,SF,10.0,4.1,14.333,73.767,50.0,3.0,7.0,0,9.867,5.333,0.123,26.0,28,0.667,53.767,62.667,79.033,70.2,79.167,1.0,2.667,2.333,37.333,0.6,1.667,283.667,2.667,48.867,44.333,94.6,265.333,28.633,78.333,93.467,60.667,1.667,68.567,197.333,570.333,455.0,10.933,12.5,2.193,2020,338.0,0.41,2.49
Deebo Samuel,48274,WR,SF,15.143,6.214,21.571,70.471,46.2,8.143,17.857,0,11.143,9.143,0.15,44.286,28,2.571,44.471,49.6,85.414,60.1,84.1,0.714,2.857,3.286,63.429,0.829,4.143,448.429,1.714,47.686,68.714,93.686,417.714,29.243,130.714,105.6,99.143,4.714,67.043,300.0,1135.286,730.429,10.857,15.586,2.614,2021,172.4,0.26,1.76
Deebo Samuel,48274,WR,SF,15.429,5.457,29.714,67.343,26.7,5.857,16.286,0,8.529,6.714,0.146,37.571,28,1.143,58.443,37.943,79.514,78.7,83.3,0.529,2.286,3.143,71.0,0.943,4.714,465.714,0.857,48.1,69.0,94.129,437.286,28.257,131.143,95.429,103.429,3.857,62.771,291.286,983.0,701.571,10.314,13.771,2.217,2022,243.7,0.34,2.51
Deebo Samuel,48274,WR,SF,17.571,6.857,32.429,66.6,36.8,6.857,18.857,0,6.643,5.429,0.259,40.286,28,1.143,68.843,50.286,82.857,65.9,85.571,0.186,1.0,3.143,63.857,1.0,5.143,499.429,1.571,52.2,73.857,93.857,468.571,31.129,155.429,102.7,110.857,5.857,61.157,306.143,1056.714,683.286,9.257,14.157,2.239,2023,155.6,0.23,1.67
Deebo Samuel,48274,WR,SF,16.0,6.814,22.857,64.9,33.3,5.429,16.143,1,7.543,4.714,0.169,32.0,28,0.286,66.371,46.529,75.5,,77.714,0.343,1.429,1.857,69.429,0.429,2.143,459.143,3.0,50.186,59.857,95.086,436.286,31.443,144.429,98.814,92.0,4.143,60.443,277.571,799.857,513.0,8.543,13.286,1.824,2024,188.2,0.26,2.11
Demarcus Robinson,10760,WR,KC,17.0,10.7,1.0,61.0,33.3,1.0,3.0,0,10.7,3.0,0.12,17.0,16,0.0,43.1,76.1,54.5,62.4,53.9,0.2,1.0,2.0,33.0,0.2,1.0,411.0,2.0,45.5,25.0,95.6,393.0,18.5,76.0,68.0,41.0,1.0,81.3,334.0,269.0,67.0,2.7,10.8,0.68,2017,74.8,0.18,3.4
Demarcus Robinson,10760,WR,KC,17.667,11.967,3.0,69.8,33.3,1.0,3.0,0,8.9,2.333,0.267,14.333,16,0.0,55.367,75.833,58.3,,59.233,0.333,1.0,1.333,70.333,0.067,0.333,321.667,3.333,52.367,23.667,93.933,303.0,19.167,61.333,110.933,34.333,3.0,80.3,258.667,299.667,98.333,4.233,12.733,1.04,2018,100.9,0.14,3.15
Demarcus Robinson,10760,WR,KC,18.429,12.214,6.429,63.8,33.3,1.571,4.714,1,10.957,3.857,0.291,17.571,16,0.0,47.443,77.014,56.357,67.6,57.157,0.829,4.429,1.714,55.286,0.2,1.286,478.429,3.143,52.157,30.143,91.343,434.429,20.557,100.0,101.371,48.429,3.571,78.529,373.714,405.0,115.286,3.929,13.343,0.966,2019,109.6,0.15,2.44
Demarcus Robinson,10760,WR,KC,18.857,11.114,6.571,70.171,33.3,1.857,5.571,0,7.057,2.857,0.303,23.571,16,0.571,65.329,56.214,58.971,56.6,58.957,2.4,14.714,1.857,41.286,0.543,3.429,565.857,3.143,54.486,40.143,92.214,521.714,17.471,97.714,102.629,57.286,3.429,80.029,453.286,463.857,156.857,4.0,11.843,0.914,2020,69.4,0.1,2.78
Demarcus Robinson,10760,WR,KC,19.571,10.714,3.571,67.443,50.0,2.0,4.857,0,4.843,1.857,0.264,20.0,16,0.286,72.1,67.043,54.843,79.6,55.286,1.8,11.286,2.0,33.143,0.729,4.571,611.143,4.143,53.771,35.0,91.914,561.857,14.486,88.429,95.0,51.571,3.143,83.686,511.429,403.714,120.571,3.357,11.629,0.719,2021,105.8,0.17,2.2
Demarcus Robinson,10760,WR,BLT,18.714,10.357,5.714,66.114,44.4,3.143,7.143,0,6.729,3.429,0.024,22.286,3,1.286,66.286,41.9,60.871,,60.7,0.814,5.143,3.143,36.857,0.343,2.143,489.286,2.429,46.429,43.571,94.143,458.857,10.157,52.714,83.057,66.143,3.0,89.014,431.429,457.0,144.857,3.3,10.6,1.06,2022,89.4,0.23,3.31
Demarcus Robinson,10760,WR,LA,16.0,12.514,4.143,64.529,85.7,4.857,7.143,0,3.071,1.571,0.106,22.286,26,1.714,77.443,29.886,66.1,,65.614,0.157,1.0,2.0,37.571,0.114,0.714,355.0,2.143,48.629,35.0,95.029,335.857,17.729,56.857,99.914,54.286,3.571,82.114,297.143,430.571,112.571,3.2,12.729,1.384,2023,123.5,0.14,3.98
Demarcus Robinson,10760,WR,LA,17.429,15.1,2.571,56.529,50.0,6.857,12.429,1,4.386,1.857,0.041,27.714,26,0.857,74.386,53.743,66.486,,66.971,0.0,0.0,3.143,43.857,0.0,0.0,487.143,1.286,47.757,35.429,95.071,462.286,29.686,157.286,94.971,63.429,5.571,70.314,329.857,535.0,99.714,2.814,15.357,1.237,2024,56.2,0.13,2.44
Demario Douglas,104155,WR,NE,14.0,8.0,11.0,64.5,36.4,4.0,11.0,0,3.9,2.0,-0.34,26.0,19,1.0,79.7,57.6,74.4,,75.6,0.0,0.0,3.0,42.0,0.0,0.0,337.0,2.0,38.2,49.0,97.9,330.0,67.7,228.0,70.1,76.0,0.0,31.5,106.0,561.0,343.0,7.0,11.4,1.7,2023,147.7,0.22,2.14
Demario Douglas,104155,WR,NE,16.0,6.6,8.333,73.9,40.0,2.667,7.0,0,2.3,1.333,-0.173,29.333,19,1.0,86.833,51.6,71.467,67.4,71.533,0.0,0.0,2.333,38.0,0.133,0.667,432.333,2.0,42.667,60.333,94.033,404.667,75.233,328.667,89.7,81.333,2.0,24.1,100.667,601.0,361.0,6.067,10.067,1.5,2024,95.8,0.33,2.52
Demaryius Thomas,5547,WR,DEN,16.0,10.5,9.0,61.0,58.6,17.0,29.0,0,10.8,10.0,-0.09,53.0,10,1.0,45.0,53.1,74.1,,73.0,0.2,1.0,9.0,40.0,0.0,0.0,584.0,3.0,40.8,83.0,93.5,546.0,18.2,106.0,66.7,136.0,5.0,81.3,475.0,949.0,291.0,3.5,11.4,1.74,2017,156.7,0.21,2.66
Demaryius Thomas,5547,WR,HST,15.333,10.633,6.333,65.533,50.0,10.333,19.0,1,10.667,8.0,0.01,42.333,13,0.333,49.2,71.233,72.367,,71.867,0.333,1.667,4.333,43.333,0.0,0.0,524.667,3.667,44.533,67.0,92.967,488.0,28.133,144.667,89.3,103.333,5.0,71.433,377.667,767.667,283.0,4.3,11.467,1.56,2018,85.3,0.19,2.37
Denzel Mims,47800,WR,NYJ,9.0,15.8,4.0,56.1,27.3,3.0,11.0,0,4.2,1.0,-0.12,15.0,22,0.0,73.5,75.3,69.4,,70.4,0.4,1.0,1.0,30.0,0.0,0.0,264.0,1.0,41.3,23.0,93.6,247.0,24.6,65.0,74.9,41.0,0.0,75.0,198.0,357.0,102.0,4.4,15.5,1.45,2020,21.3,0.08,2.66
Deon Cain,13597,WR,PIT,13.0,13.0,0.0,47.4,42.9,3.0,7.0,0,18.2,2.0,0.0,7.0,25,0.0,38.7,70.6,55.6,,55.1,0.0,0.0,1.0,35.0,0.0,0.0,211.0,0.0,43.8,9.0,91.0,192.0,8.1,17.0,46.8,19.0,0.0,91.9,194.0,124.0,22.0,2.4,13.8,0.65,2019,0.0,0.0,
Deonte Harty,91470,WR,NO,11.0,3.9,13.0,84.8,,0.0,0.0,0,3.4,1.0,0.08,15.0,20,0.0,76.3,35.3,79.9,,79.5,0.0,0.0,1.0,40.0,0.0,0.0,142.0,0.0,47.8,28.0,97.2,138.0,50.0,71.0,98.0,33.0,1.0,47.9,68.0,268.0,189.0,6.8,9.6,1.94,2020,115.1,0.39,2.81
Deonte Harty,91470,WR,NO,12.333,8.367,8.333,70.4,75.0,2.0,2.667,0,6.267,2.333,0.007,20.333,20,0.0,68.167,57.7,85.167,,84.3,0.267,0.667,4.333,61.333,0.0,0.0,196.0,0.0,44.267,33.333,95.8,187.333,40.0,75.667,82.2,49.0,2.333,56.3,112.667,469.333,227.0,6.8,13.733,2.44,2021,3.3,0.14,1.65
Deonte Harty,91470,WR,BUF,15.571,9.243,5.857,72.4,50.0,1.429,2.286,0,2.686,1.0,0.089,14.429,4,0.0,76.186,60.614,75.871,,75.957,0.114,0.286,3.0,50.857,0.0,0.0,161.714,0.0,46.857,24.0,94.429,152.857,47.371,73.571,78.543,34.143,1.571,48.471,81.429,308.0,160.143,6.629,12.171,1.886,2023,0.0,0.0,
Deonte Thompson,7513,WR,BUF,17.0,15.7,2.0,54.8,36.4,8.0,22.0,1,4.8,2.0,-0.05,26.0,4,0.0,73.9,43.2,63.6,,62.2,0.0,0.0,5.0,46.0,0.0,0.0,462.0,6.0,43.0,40.0,94.6,437.0,17.7,82.0,61.3,73.0,2.0,82.3,380.0,578.0,102.0,2.6,14.5,1.32,2017,33.1,0.13,1.95
Devaughn Vele,100637,WR,DEN,14.0,8.7,2.0,73.2,60.0,9.0,15.0,0,8.9,4.0,0.0,26.0,10,0.0,60.0,78.4,69.3,,71.4,1.4,5.0,0.0,37.0,0.0,0.0,350.0,0.0,45.9,41.0,95.1,333.0,70.6,247.0,116.3,56.0,3.0,27.7,97.0,475.0,132.0,3.2,11.6,1.43,2024,66.3,0.15,2.65
Deven Thompkins,84480,WR,TB,19.0,5.8,4.0,66.7,0.0,0.0,4.0,0,5.3,1.0,-0.11,5.0,30,1.0,69.9,45.8,59.3,,56.9,0.7,1.0,1.0,26.0,0.0,0.0,150.0,1.0,43.3,18.0,94.0,141.0,64.7,97.0,68.0,27.0,1.0,34.0,51.0,87.0,82.0,4.6,4.8,0.62,2023,6.7,0.13,1.12
Devin Duvernay,40006,WR,BLT,18.0,6.3,4.0,80.0,100.0,1.0,1.0,1,4.8,1.0,0.04,8.0,3,0.0,71.3,85.4,60.3,,60.2,0.0,0.0,2.0,39.0,0.0,0.0,205.0,2.0,46.2,20.0,95.1,195.0,47.3,97.0,66.8,25.0,0.0,52.2,107.0,201.0,118.0,5.9,10.1,1.03,2020,77.2,0.13,1.93
Devin Duvernay,40006,WR,BLT,16.667,6.7,3.333,79.067,42.9,2.333,5.0,0,5.4,1.667,-0.027,12.0,3,0.0,70.3,76.667,57.233,72.8,56.4,0.467,2.0,0.667,27.0,0.333,1.333,339.0,1.333,45.667,28.667,93.9,317.667,56.3,197.0,95.267,36.333,1.333,42.867,139.0,248.333,136.667,4.9,8.833,0.823,2021,110.1,0.17,2.25
Devin Duvernay,40006,WR,BLT,15.143,8.586,2.571,78.857,60.0,2.714,5.0,0,3.8,1.286,-0.011,16.0,3,0.0,76.3,84.0,62.929,,62.0,0.371,1.429,0.857,29.286,0.143,0.571,359.0,0.571,45.057,33.429,94.014,337.286,43.214,155.857,106.657,42.429,2.286,56.257,201.286,339.0,150.0,4.557,10.071,1.016,2022,7.3,0.05,0.91
Devin Funchess,9474,WR,CAR,17.0,14.0,4.0,57.3,48.6,17.0,35.0,0,4.3,3.0,0.05,44.0,5,0.0,68.5,81.2,72.2,68.1,72.0,0.3,2.0,4.0,44.0,0.2,1.0,593.0,2.0,44.1,67.0,94.3,559.0,20.2,120.0,91.1,117.0,8.0,79.4,471.0,919.0,292.0,4.4,13.7,1.64,2017,122.9,0.2,2.79
Devin Funchess,9474,WR,CAR,15.0,13.533,2.667,57.167,37.5,9.667,22.333,0,9.433,5.0,0.063,38.0,5,0.0,54.5,79.6,69.667,,69.333,0.233,1.333,4.0,32.667,0.067,0.333,483.667,0.667,46.567,51.667,94.5,457.0,20.4,98.667,80.433,90.333,5.333,79.333,383.667,672.333,150.0,2.667,12.9,1.447,2018,6.2,0.17,2.07
Diontae Johnson,33441,WR,PIT,16.0,9.5,18.0,68.6,33.3,2.0,6.0,0,4.8,3.0,-0.09,31.0,25,3.0,76.6,23.1,67.9,,68.8,0.0,0.0,2.0,45.0,0.0,0.0,453.0,7.0,41.7,59.0,93.2,422.0,12.6,57.0,101.9,86.0,5.0,87.4,396.0,680.0,311.0,5.3,11.5,1.61,2019,223.8,0.31,2.46
Diontae Johnson,33441,WR,PIT,16.0,9.033,14.667,65.467,41.7,4.0,10.0,1,10.4,11.0,0.03,45.667,25,1.667,49.267,49.7,69.567,,69.667,0.0,0.0,2.667,46.333,0.0,0.0,565.0,3.0,44.967,85.667,93.733,530.0,13.133,74.333,94.167,132.0,6.333,86.867,490.667,920.0,389.667,4.633,10.833,1.723,2020,276.4,0.28,2.47
Diontae Johnson,33441,WR,PIT,16.571,9.014,15.429,64.4,39.1,6.857,17.429,1,8.286,9.286,-0.027,56.143,25,1.857,58.086,41.814,71.643,,72.029,0.057,0.571,2.857,48.429,0.0,0.0,642.714,7.0,42.357,100.714,93.486,600.857,9.629,59.857,93.671,157.143,7.857,90.314,582.286,1077.143,476.714,4.729,10.757,1.784,2021,176.7,0.17,1.9
Diontae Johnson,33441,WR,PIT,16.857,9.943,13.857,62.157,36.4,7.857,20.857,1,8.657,9.0,-0.019,51.571,25,1.286,56.486,52.057,70.743,,71.043,0.029,0.286,4.714,42.143,0.0,0.0,665.571,6.429,44.143,95.286,93.343,621.143,11.4,75.0,74.529,153.0,3.571,88.571,590.286,994.0,355.0,3.586,10.443,1.6,2022,152.7,0.26,2.99
Diontae Johnson,33441,WR,PIT,15.286,11.6,10.0,60.686,33.3,7.0,19.857,1,5.386,4.571,-0.079,46.0,25,1.143,72.329,45.243,74.857,,75.714,0.014,0.143,3.286,58.286,0.0,0.0,535.857,5.429,44.0,72.0,93.157,499.143,17.543,87.0,87.5,118.0,4.714,82.443,448.714,859.857,309.714,4.457,12.414,1.759,2023,89.1,0.22,2.55
Donovan Peoples-Jones,61439,WR,CLV,13.0,17.0,1.0,69.6,40.0,2.0,5.0,0,5.9,1.0,0.34,11.0,8,0.0,67.7,86.9,67.7,56.2,68.4,0.5,1.0,0.0,75.0,2.0,4.0,196.0,3.0,53.5,16.0,93.4,183.0,32.7,64.0,141.1,23.0,2.0,66.8,131.0,335.0,81.0,5.1,20.9,1.83,2020,111.7,0.16,3.29
Donovan Peoples-Jones,61439,WR,CLV,13.667,16.067,1.667,62.267,69.6,11.333,17.0,0,8.967,3.0,0.02,21.0,8,0.667,57.7,45.767,66.367,72.1,67.467,0.167,0.333,2.0,65.0,1.133,3.333,354.667,2.333,47.033,28.0,94.133,334.333,24.1,78.667,106.7,46.333,2.667,75.733,275.667,509.667,129.0,4.7,18.7,1.583,2021,163.1,0.15,2.63
Donovan Peoples-Jones,61439,WR,CLV,15.571,14.257,1.857,63.371,37.9,11.143,23.857,0,6.529,3.0,-0.009,27.857,8,0.857,69.014,54.586,65.529,66.2,67.6,0.071,0.143,2.0,51.857,0.6,2.0,504.0,5.571,45.643,46.857,93.486,470.714,27.414,138.857,99.5,74.143,2.857,72.457,364.429,697.857,166.714,3.843,15.9,1.513,2022,28.5,0.06,2.19
Dontayvion Wicks,99711,WR,GB,17.0,10.7,7.0,67.2,42.9,3.0,7.0,0,4.7,2.0,0.16,30.0,12,3.0,74.3,23.0,77.8,,77.0,0.9,3.0,1.0,35.0,0.0,0.0,328.0,2.0,47.6,41.0,95.1,312.0,35.7,117.0,119.9,61.0,5.0,63.4,208.0,605.0,218.0,5.3,14.8,1.94,2023,110.5,0.19,2.83
Dontayvion Wicks,99711,WR,GB,17.667,12.033,7.667,56.6,25.0,3.667,13.0,0,13.567,6.667,0.047,28.0,12,1.0,44.167,59.733,69.333,,68.2,1.233,4.333,2.333,35.667,0.0,0.0,339.333,2.0,45.8,41.0,93.7,318.0,35.833,121.667,89.033,73.667,5.0,62.867,213.333,504.333,173.333,4.233,12.333,1.587,2024,75.8,0.19,2.45
