player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,epa,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,positive_epa_percent,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,year,fantasyPts,ptsPerSnap,ptsPerTouch
Curtis Samuel,11795,WR,BUF,17,4.6,3,72.5,42.9,3,7,0,5.1,2,0.06,13,4,0,73.3,78.5,65.5,65.8,0,0,1,55,0,0,274,1,46.9,37,95.6,262,47.4,130,101.3,51,3,48.5,133,334,216,5.8,9,1.27,2024,21.1,0.14,3.01
Adonai Mitchell,146712,WR,IND,17,14.7,1,45.1,0,0,5,0,14.8,4,-0.23,16,14,2,41.4,20.3,57.9,61.4,0,0,0,36,0,0,221,1,37,23,93.2,206,23.5,52,65.2,51,0,76.5,169,312,104,4.5,13.6,1.51,2024,89.9,0.18,2.64
Brandin Cooks,8655,WR,DAL,10,12.3,0,52,28.6,4,14,1,0,0,-0.09,19,9,0,75.7,76.8,63.2,63.3,0,0,2,29,0,0,317,1,43.8,26,91.5,290,23,73,70.3,50,3,77,244,259,57,2.2,10,0.89,2024,51.9,0.1,2.16
Tim Patrick,12087,WR,DET,17,11.6,5,69.4,25,1,4,0,2.9,1,0.34,21,11,0,79.9,77.3,66.8,65.7,0,0,5,42,0.5,2,371,0,56.2,34,97.3,361,22.6,84,76.1,49,3,77.4,287,416,159,4.7,12.2,1.15,2024,51.7,0.15,3.45
Sterling Shepard,10674,WR,TB,15,9.8,3,65.3,81.8,9,11,0,11.1,4,0.21,16,30,0,51.6,78.6,54.8,57,0,0,0,30,0.3,1,394,6,50.5,32,92.6,365,48.2,190,91.7,49,1,51.5,203,334,94,2.9,10.4,0.92,2024,84,0.17,1.95
KaVontae Turpin,47658,WR,DAL,17,9.5,4,64.6,16.7,1,6,1,11.4,4,-0.01,18,9,1,50.6,29.8,71.2,70,0,0,2,64,0,0,216,1,46.1,31,94.4,204,77.8,168,88.9,48,2,19.4,42,420,264,8.5,13.5,2.06,2024,86.5,0.23,2.01
Christian Kirk,47546,WR,JAX,8,13.7,2,57.4,30,3,10,0,10,3,-0.08,18,15,0,56.1,76.1,67.9,68.2,0,0,2,61,0,0,230,0,43.2,27,95.7,220,81.7,188,72.9,47,1,18.3,42,379,114,4.2,14,1.72,2024,57.9,0.13,2.07
Jalen Nailor,84292,WR,MIN,18,12.8,0,66,40,2,5,1,11.4,4,0.04,24,18,0,50.8,78,59.3,60.3,0,0,0,33,0,0,462,3,47.4,31,92.2,426,49.4,228,136.3,47,6,50.6,234,447,108,3.5,14.4,1.05,2024,98.7,0.15,3.18
Greg Dortch,42237,WR,ARZ,17,4.2,13,80.4,57.1,4,7,0,5.1,2,0.06,16,1,1,72.6,24.7,63.9,65.2,0,0,0,39,0,0,310,0,50.3,37,93.5,290,66.5,206,119.4,46,3,30,93,342,297,8,9.2,1.18,2024,75.1,0.26,2.09
John Metchie III,97400,WR,HST,15,9.3,1,65.2,58.3,7,12,0,3.2,1,-0.14,14,13,2,67.3,20.5,59.3,60.2,0,0,2,28,0.3,1,314,0,40.3,30,94.6,297,59.2,186,74.3,46,1,40.8,128,317,75,2.5,10.6,1.07,2024,71.9,0.16,2
Jalen Coker,143068,WR,CAR,11,11.4,4,71.1,62.5,5,8,0,3,1,-0.15,23,5,0,78.9,77.1,72.8,73.8,0,0,1,83,0,0,298,2,40.5,32,93.3,278,61.1,182,111.2,45,2,38.6,115,478,176,5.5,14.9,1.72,2024,90.4,0.21,2.74
Cedric Tillman,84434,WR,CLV,11,12.3,9,64.4,71.4,5,7,2,6.5,2,-0.16,15,8,1,68.1,27.8,63.6,65.8,0,0,1,38,1.7,5,302,2,41,29,92.1,278,27.2,82,100.1,45,3,72.2,218,339,111,3.8,11.7,1.22,2024,60,0.12,2.86
Ricky Pearsall,100660,WR,SF,11,11.3,0,70.5,55.6,5,9,0,3.1,1,0.03,19,28,0,78.5,79.2,63.9,64.1,0,0,3,46,0.3,1,325,2,47.9,31,94.2,306,39.7,129,93,44,3,60,195,400,110,3.5,12.9,1.31,2024,88.6,0.18,2.33
Chris Olave,84355,WR,NO,8,10.6,0,74.4,66.7,6,9,0,3,1,0,22,20,1,80.4,28.6,82.4,83,0,0,2,39,0.5,1,202,1,45,32,93.1,188,28.2,57,91.2,43,1,70.8,143,400,118,3.7,12.5,2.13,2024,270,0.3,2.67
Lil'Jordan Humphrey,42247,WR,DEN,18,6.3,8,72.1,25,1,4,1,3.1,1,-0.07,12,10,2,77.8,20.6,56.9,55.7,1.3,4,2,41,2.2,7,318,4,41.3,31,92.5,294,57.2,182,78.9,43,1,41.5,132,293,192,6.2,9.5,1,2024,34.6,0.11,2.66
Van Jefferson,47447,WR,PIT,18,11.5,4,61.9,60,3,5,0,7.1,2,0.03,13,25,0,65,75.9,57.2,57.4,0.2,1,0,43,0.9,4,442,4,44.7,26,92.3,408,23.8,105,108.5,42,3,76,336,313,80,3.1,12,0.77,2024,70,0.12,2.41
Gabe Davis,55410,WR,JAX,10,14.3,1,47.6,22.2,2,9,1,9.1,2,-0.1,13,15,1,58.1,24.3,52.5,54.6,0.4,1,2,22,0.8,2,264,4,42.5,20,95.5,252,19.3,51,61.5,42,2,80.3,212,239,43,2.2,12,0.95,2024,30.9,0.13,2.57
Jonathan Mingo,97774,WR,DAL,17,11,2,40.5,22.2,2,9,0,10.5,2,-0.17,6,9,0,54.3,24.1,49.9,50.6,0,0,1,35,0,0,286,0,40.1,17,94.1,269,39.9,114,42.5,42,0,59.8,171,167,69,4.1,9.8,0.62,2024,3.5,0.04,3.5
Marquez Valdes-Scantling,47809,WR,NO,14,19.2,2,46.3,10,1,10,0,13.6,3,0.05,14,20,0,45.1,74.5,61.7,60.8,0,0,1,71,0,0,315,0,39.7,19,92.1,290,21.6,68,104.8,41,4,78.4,247,411,141,7.4,21.6,1.42,2024,32,0.09,2.29
Rashid Shaheed,63707,WR,NO,6,18.1,0,50,0,0,7,0,0,0,-0.02,12,20,0,83.6,82.6,69.7,69.2,0,0,4,70,0,0,182,2,46.2,20,94,171,25.3,46,65.5,40,3,74.2,135,349,102,5.1,17.5,2.04,2024,146.6,0.21,2.16
Tyler Johnson,48054,WR,LA,15,6.5,7,66.7,62.5,5,8,0,0,0,-0.03,10,26,0,86.5,75.9,67,67.7,0.9,2,2,63,1.9,4,215,1,45.3,26,92.6,199,33,71,75.9,39,1,66,142,291,184,7.1,11.2,1.46,2024,37.7,0.13,3.14
Kendrick Bourne,12270,WR,NE,12,9.4,3,75.7,60,6,10,0,3.4,1,0.03,13,19,0,77.8,77.1,62.1,62.7,0.3,1,0,37,0.3,1,317,1,49.5,28,91.2,289,20.2,64,108.5,37,1,79.5,252,305,97,3.5,10.9,1.06,2024,92.1,0.16,2.49
Malik Washington,97108,WR,MIA,14,5.4,2,72.2,42.9,3,7,1,7.1,2,-0.01,13,17,0,64.1,86.2,57.7,60.8,0.7,2,0,20,0.4,1,270,2,47.9,26,95.6,258,52.2,141,88.1,36,0,47,127,223,123,4.7,8.6,0.86,2024,112.7,0.2,1.79
Jahan Dotson,84375,WR,PHI,21,10.4,4,62.9,20,1,5,1,0,0,0.11,15,24,0,84.9,77.2,54.8,55,0.4,2,0,36,0,0,517,1,46.9,22,94.4,488,32.5,168,96,35,1,67.1,347,269,90,4.1,12.2,0.55,2024,50.2,0.08,2.79
DeAndre Hopkins,7808,WR,HST,17,12.2,12,71,55.6,25,45,1,0,0,0.12,85,13,2,92.1,42.1,92,92.1,0,0,3,49,0,0,732,3,48.6,120,93.4,684,19.7,144,115.2,169,11,80.3,588,1609,397,3.3,13.4,2.35,2018,264.3,0.27,2.49
Michael Thomas,10681,WR,NO,18,8.3,18,83.9,57.1,20,35,2,2.1,3,0.26,83,20,2,91.3,46.5,91.6,91.9,0.2,1,1,72,0.2,1,647,6,55.6,141,94.3,610,32,207,124,168,10,67.9,439,1612,574,4.1,11.4,2.64,2018,374.6,0.4,2.5
Julio Jones,6158,WR,ATL,16,14.3,11,68.1,50,20,40,0,6.6,8,0.23,79,2,2,71.9,38.6,90.9,90.7,0,0,3,58,0,0,605,1,53.1,113,94.5,572,20.8,126,109.4,166,8,79.2,479,1677,452,4,14.8,2.93,2018,274.1,0.34,2.71
Antonio Brown,5718,WR,PIT,15,11.7,14,63,19.2,5,26,0,1,1,0.19,64,25,0,91.3,84.1,79.3,79,0,0,11,78,0,0,716,3,49.9,104,93.6,670,20.5,147,89.9,165,15,79.5,569,1297,494,4.8,12.5,1.94,2018,16.1,0.67,3.22
Davante Adams,8688,WR,GB,15,11.7,9,68.5,30,6,20,0,4.3,5,0.11,64,12,0,85.1,84.3,87.8,87.5,0,0,0,57,0,0,695,2,46.4,111,94,653,20.7,144,121.6,162,13,79.1,550,1386,477,4.3,12.5,2.12,2018,212.7,0.31,2.56
JuJu Smith-Schuster,11817,WR,PIT,16,9.3,7,68.9,51.2,21,41,0,5.1,6,0.18,68,25,1,80.2,60.6,81.8,81.2,0,0,4,97,0,0,728,2,50,111,94,684,61,444,100.6,161,7,39,284,1426,660,5.9,12.8,2.08,2018,115.2,0.2,2.74
Robert Woods,7822,WR,LA,19,10.9,8,67.8,47.8,11,23,0,2.8,3,0.16,74,26,0,90.7,85.9,86.4,86.5,1.4,11,3,39,1.8,14,763,5,50.8,103,92.7,707,56,427,101.6,152,6,42.6,325,1391,492,4.8,13.5,1.97,2018,232.9,0.24,2.18
Adam Thielen,8288,WR,MIN,16,10,6,75.8,38.9,7,18,0,4.2,5,0.02,74,18,1,90,62.9,89.4,89.4,0.9,6,3,68,0.4,3,694,1,48,113,94.4,655,56.6,393,115.4,149,9,42.5,295,1373,419,3.7,12.2,2.1,2018,114.4,0.26,3.36
Tyreek Hill,10799,WR,KC,18,15.9,12,66.2,59.1,13,22,1,5.9,6,0.33,65,16,0,69.8,70.8,89,89.8,2,14,6,75,0,0,703,6,51.9,96,92.9,653,44.4,312,113.4,145,12,50.2,353,1593,551,5.7,16.6,2.44,2018,188.3,0.33,2.85
Stefon Diggs,9579,WR,MIN,15,9.8,12,72.3,64,16,25,0,1,1,0,49,18,0,91.2,84.5,81.1,81,0.5,3,2,75,0.2,1,627,4,46.8,102,94.9,595,22.3,140,107.9,141,9,76.7,481,1021,438,4.3,10,1.72,2018,218.3,0.28,3.21
Brandin Cooks,8655,WR,LA,19,13.4,8,72.3,43.8,14,32,0,2,2,0.15,70,26,1,90.6,60.6,81.2,82.5,0.1,1,3,57,0,0,737,2,50.4,99,94.4,696,28.8,212,110.8,137,5,70.6,520,1496,429,4.3,15.1,2.15,2018,117.5,0.17,2.45
Julian Edelman,5156,WR,NE,15,8.2,9,73,35.3,6,17,1,9.9,11,0.22,63,19,0,48.4,89.9,82.4,80.8,0,0,3,36,0,0,595,6,52.9,100,94.3,561,64,381,106,137,6,35.3,210,1238,493,4.9,12.4,2.21,2018,250.4,0.25,2.32
Jarvis Landry,8698,WR,CLV,16,11.3,7,59.1,50,13,26,1,6.9,6,0.02,44,8,1,69.6,56.8,74.7,70.8,0.2,1,2,51,0.2,1,647,3,44.9,81,92.1,596,70.5,456,84.7,137,4,28.7,186,976,283,3.5,12,1.64,2018,237.4,0.24,2.83
Keenan Allen,7857,WR,LAC,18,9.9,7,75.2,47.4,9,19,0,3.7,4,0.21,66,27,2,87.4,63.3,89.3,89.7,0.3,2,3,54,0.2,1,602,5,49.6,103,93.5,563,56,337,112.4,137,7,43.5,262,1308,422,4.1,12.7,2.32,2018,261.5,0.28,2.44
Mike Evans,8642,WR,TB,16,16.5,5,63.7,61.5,16,26,1,7.5,7,0.23,69,30,1,55.7,53.8,84.3,84.2,0.1,1,8,72,0.1,1,680,5,53,86,93.7,637,17.6,120,97.3,135,8,82.1,558,1524,294,3.4,17.7,2.39,2018,230.7,0.29,3.44
TY Hilton,7092,WR,IND,16,11.8,8,64.9,45.7,16,35,1,4.5,4,0.2,61,14,0,81.5,82.9,87.6,87,0,0,3,68,0,0,612,2,53.2,85,93.6,573,27.6,169,109.4,131,7,72.2,442,1415,469,5.5,16.6,2.47,2018,125.1,0.26,2.78
Amari Cooper,9437,WR,DAL,17,10,5,73.3,72.7,8,11,1,6.4,6,0.13,58,9,3,73.3,25.4,76.7,75.4,0,0,3,90,0,0,658,1,50.7,88,93.2,613,22,145,115.8,120,8,78,513,1176,493,5.6,13.4,1.92,2018,246.5,0.29,3.08
Odell Beckham,8647,WR,NYG,12,12.5,20,64.7,29.2,7,24,0,3.8,3,0.07,51,21,0,84,84.7,90,89.9,0.2,1,4,51,0,0,489,2,43.9,77,95.1,465,29.4,144,95.6,119,6,70.1,343,1052,318,4.1,13.7,2.26,2018,202.5,0.2,2.63
Golden Tate,5585,WR,PHI,17,7.3,23,68.6,43.5,10,23,0,8,7,0.13,36,24,2,64.4,31.4,71.1,70.9,0.4,2,2,67,0,0,468,2,48,81,94.9,444,73.1,342,96.7,118,5,26.1,122,859,441,5.4,10.6,1.93,2018,154.2,0.25,3.08
Kenny Golladay,11851,WR,DET,15,12.5,7,60.9,56.7,17,30,1,4.1,3,0.01,56,11,1,81.9,49.4,81,81.3,1.3,8,2,60,0,0,610,4,44,70,93.1,568,29.8,182,98.6,115,5,68.7,419,1063,350,5,15.2,1.87,2018,250,0.27,3.85
Corey Davis,11760,WR,TEN,16,10.8,8,60.2,44.4,4,9,0,5.8,4,-0.01,46,31,1,72.2,48.2,76.4,75.8,0.6,3,1,51,0,0,516,2,45.7,65,94.2,486,29.8,154,95.1,108,4,69.4,358,891,274,4.2,13.7,1.83,2018,115.1,0.16,2.68
Allen Robinson II,8696,WR,CHI,14,12.7,10,60.7,59.3,16,27,2,3,2,0.12,41,6,1,84.7,38.9,77.7,78.7,0.8,4,3,45,0.2,1,526,4,50.3,65,93.5,492,39,205,91.5,107,5,60.3,317,897,254,3.9,13.8,1.82,2018,254.9,0.25,2.57
Larry Fitzgerald,1724,WR,ARZ,16,9.9,11,64.5,48.3,14,29,1,4.2,3,-0.25,39,1,0,81,81.4,73.2,72.3,1.2,7,3,37,0,0,561,2,38,69,94.5,530,74.7,419,91.4,107,6,24.1,135,734,212,3.1,10.6,1.38,2018,179.4,0.2,2.39
Alshon Jeffery,7048,WR,PHI,15,11,7,71.7,46.4,13,28,0,7.3,6,0.14,56,24,1,66.7,50.4,79,77.9,0,0,2,52,0,0,580,3,49.1,76,95.5,554,17.4,101,111.7,106,6,82.6,479,988,300,3.9,13,1.78,2018,122.2,0.25,2.78
Tyler Boyd,10689,WR,CIN,14,9.6,6,73.8,43.8,7,16,1,3.8,3,0.08,54,7,0,84,82.3,84.5,85.7,1.5,8,0,49,0,0,538,2,47.7,76,92.9,500,73.2,394,127.8,103,7,24.5,132,1028,422,5.6,13.5,2.06,2018,226.9,0.23,2.41
Adam Humphries,10075,WR,TB,16,6,9,73.8,46.2,6,13,1,3.8,3,0.23,48,30,0,84.2,87.5,75.2,74,0.3,2,1,51,0,0,604,1,52.2,76,93.9,567,83.9,507,108.7,103,5,15.2,92,816,433,5.7,10.7,1.44,2018,86.5,0.23,2.28
Michael Crabtree,4933,WR,BLT,17,11.3,7,54.9,41.2,7,17,1,16.4,11,0.02,37,3,0,29.4,80,63.3,62,0.2,1,2,31,0,0,574,4,44.4,56,93,534,13.1,75,82.4,102,5,86.8,498,645,137,2.4,11.5,1.21,2018,6.2,0.2,1.55
Sterling Shepard,10674,WR,NYG,16,10.7,6,64.7,39.1,9,23,3,10.8,8,0.05,47,21,0,49.8,81.4,67.3,66.2,0.8,5,2,58,0.2,1,627,6,43.4,66,95.7,600,58.7,368,96.5,102,4,40.5,254,872,316,4.8,13.2,1.45,2018,139.8,0.23,2.22
Taylor Gabriel,9002,WR,CHI,17,10.9,6,71.7,50,8,16,2,2.7,2,0.15,34,6,1,82.3,54.1,68.8,69.5,0.9,5,2,54,0.2,1,556,4,50.1,71,93.5,520,23,128,90.7,99,2,75.4,419,725,235,3.3,10.2,1.39,2018,90.3,0.2,2.82
Zay Jones,11792,WR,BUF,16,13.1,1,56.6,28.6,6,21,0,5.1,3,-0.15,32,4,1,75.9,43.7,62.2,60.4,0.5,3,5,57,1.8,11,595,1,41.1,56,91.6,545,48.6,289,79.2,99,7,50.9,303,652,130,2.3,11.6,1.2,2018,48.9,0.08,1.75
Nelson Agholor,9453,WR,PHI,18,10.3,12,69.4,35.7,5,14,0,5.6,4,0.1,31,24,1,75.7,51.4,64.7,63.4,1,7,2,83,0.1,1,703,2,48.3,68,94.6,665,54.6,384,97.9,98,4,43.8,308,774,359,5.3,11.4,1.16,2018,94,0.14,2.29
Emmanuel Sanders,5606,WR,DEN,12,9.7,7,73.2,27.3,3,11,1,5.3,4,0.03,37,10,1,70.8,82.2,81.1,80.1,0,0,2,64,0.2,1,443,3,43.8,71,92.3,409,62.3,276,105.5,97,4,36.8,163,868,302,4.3,12.2,2.12,2018,182.9,0.22,2.77
Willie Snead IV,8999,WR,BLT,17,9,14,67,60,6,10,0,7.1,5,-0.01,39,3,0,63.3,81.6,67.5,66.9,1.2,6,3,29,0.2,1,509,4,43.1,65,92.7,472,83.9,427,78.6,97,1,14.7,75,701,303,4.7,10.8,1.49,2018,95.1,0.14,2.88
Dede Westbrook,11865,WR,JAX,16,9.1,8,68.8,33.3,6,18,0,8.3,6,-0.12,39,15,2,63.4,43.8,71.3,70,0,0,3,61,0.2,1,578,3,42.4,66,95.8,554,88.4,511,94.8,96,5,11.2,65,717,363,5.5,10.9,1.29,2018,152.7,0.21,2.15
John Brown,8726,WR,BLT,17,16.7,1,46.8,23.8,5,21,0,13.7,7,0.02,28,3,0,39.7,79.2,64.5,65.1,0.4,2,2,71,0,0,544,1,43.4,44,93.6,509,23.2,126,82.3,94,5,76.5,416,729,175,4,16.6,1.43,2018,214.7,0.24,2.9
Mohamed Sanu,7084,WR,ATL,16,8.2,11,72.5,43.8,7,16,0,1.5,1,0.22,41,2,2,90.3,31.2,71.6,70.7,0.3,2,0,44,0,0,599,2,52.9,66,94.3,565,75.3,451,115.5,91,4,24,144,838,396,6,12.7,1.48,2018,124.1,0.16,2
Calvin Ridley,48262,WR,ATL,16,10.4,3,70.3,41.7,5,12,1,11.1,8,0.17,38,2,2,48.5,24.8,68.6,70.5,0.2,1,2,75,0,0,492,1,51,64,94.5,465,24,118,125.8,91,10,75.4,371,821,367,5.7,12.8,1.77,2018,195,0.27,3
Chris Godwin,11839,WR,TB,16,12.8,7,65.6,54.2,13,24,0,1.7,1,0.14,47,30,4,90,18.7,80.4,79.6,0.4,2,2,48,0,0,483,1,52.1,59,93.4,451,27.5,133,112.4,90,7,72,348,842,247,4.2,14.3,1.87,2018,274.1,0.29,3.15
Cole Beasley,7330,WR,DAL,18,7.4,2,76.7,50,4,8,1,2.8,2,0.09,42,9,0,87.1,86.4,74.6,73.8,0,0,0,32,0,0,553,1,44.9,69,92.8,513,87.2,482,110.2,90,3,12.5,69,715,234,3.4,10.4,1.39,2018,180.8,0.25,2.7
Demaryius Thomas,5547,WR,HST,15,10.7,5,67.8,50,7,14,1,10.6,7,0.06,37,13,0,51.3,80.3,71.5,71.3,0.4,2,2,45,0,0,495,4,46.4,59,92.7,459,33.1,164,100.6,87,5,66.5,329,677,279,4.7,11.5,1.47,2018,85.3,0.19,2.37
Robbie Chosen,11254,WR,NYJ,14,17.3,2,57.5,29.6,8,27,0,5.7,3,-0.04,30,22,2,71.8,24.8,68.3,70.8,0,0,4,76,0,0,452,4,42.8,50,96.7,437,23.5,106,89.8,87,6,76.5,346,752,181,3.6,15,1.72,2018,160.3,0.17,3.02
Donte Moncrief,8725,WR,JAX,16,13.5,4,56.5,22.7,5,22,1,7.7,4,-0.1,28,15,1,64.4,50.9,62.3,62.4,0,0,1,80,0,0,567,5,44,48,96.3,546,7.2,41,88.8,85,3,92.8,526,668,233,4.9,13.9,1.22,2018,5.8,0.04,1.45
Chester Rogers,10918,WR,IND,17,6.7,5,75.6,46.2,6,13,1,12.7,9,0.09,33,14,0,36.4,90.1,63.1,62.9,0.2,1,1,34,0,0,479,4,47.9,62,95,455,90.6,434,96.6,82,2,8.6,41,561,282,4.5,9,1.23,2018,47.7,0.12,2.81
Mike Williams,11762,WR,LAC,18,15.6,4,61.7,51.7,15,29,0,5.7,3,0.22,42,27,0,72.9,80.7,80.5,80.3,0.2,1,1,55,0,0,488,1,51.5,50,93.4,456,30.1,147,127.8,81,10,69.7,340,774,138,2.8,15.5,1.7,2018,161.3,0.19,3.23
Michael Gallup,26075,WR,DAL,18,14.2,3,50.6,30.4,7,23,0,6.8,3,0.1,26,9,0,51.8,78.3,62.7,62.2,0,0,2,49,0,0,529,1,45,41,92.1,487,11.9,63,79.4,81,3,88.1,466,644,197,4.8,15.7,1.32,2018,212.7,0.25,3.22
Courtland Sutton,48164,WR,DEN,16,15.6,6,53.2,40.9,9,22,0,17.6,9,-0.04,30,10,0,29.4,78.6,64,62.6,0,0,3,42,0,0,574,6,41.7,42,92.7,532,16.2,93,84.6,79,4,83.8,481,704,167,4,16.8,1.32,2018,220.9,0.24,2.95
Antonio Callaway,48101,WR,CLV,16,14.5,3,55.1,38.5,5,13,0,12.2,6,0.06,27,8,1,40.6,46.8,64,63.1,0.2,1,5,71,0,0,533,3,45.5,43,91.9,490,12.6,67,74,78,5,87.2,465,586,233,5.4,13.6,1.2,2018,16.9,0.11,2.11
Devin Funchess,9474,WR,CAR,14,13.3,2,57.1,37.5,6,16,0,12,6,0.07,35,5,0,47.5,78.8,68.4,68,0.2,1,4,27,0,0,429,0,47.8,44,94.6,406,20.5,88,75.1,77,4,79.3,340,549,79,1.8,12.5,1.35,2018,6.2,0.17,2.07
DJ Moore,48267,WR,CAR,16,9.6,17,71.1,41.2,7,17,0,6.9,4,0.05,32,5,1,67.5,21.4,71.8,73.7,0.2,1,3,82,0.2,1,461,3,48.3,54,93.7,432,33,152,96.4,76,2,64.6,298,781,427,7.9,14.5,1.81,2018,232.5,0.26,2.5
Danny Amendola,4717,WR,MIA,15,7.3,2,78.7,60,6,10,0,3.3,2,-0.07,27,17,0,82.8,56.6,66.6,66.1,0.4,2,3,39,0.2,1,445,2,43.4,59,93.3,415,79.6,354,86.4,75,1,19.6,87,575,229,3.9,9.7,1.39,2018,135.8,0.21,2.19
Josh Doctson,10656,WR,WAS,15,15.4,5,58.7,50,13,26,0,6.4,3,-0.06,31,32,0,69.8,78.9,63.3,63.2,0,0,5,32,0,0,548,3,42.6,44,93.4,512,20.4,112,61.6,75,2,79.6,436,532,127,2.9,12.1,1.04,2018,0,0,
