player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,epa,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,positive_epa_percent,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,year,AVG,fantasyPts,ptsPerSnap,ptsPerTouch
Justin Watson,66915,WR,KC,20,17.9,0,53.2,46.7,7,15,0,15.4,6,0.11,25,16,1,44.3,28.2,62.4,66.3,62.3,0.4,2,3,41,0.2,1,492,1,49.6,33,94.1,463,30.7,151,79.4,62,3,68.5,337,550,71,2.2,16.7,1.19,2023,274.3,62.9,0.09,2.86
Dontayvion Wicks,99711,WR,GB,17,10.7,7,67.2,42.9,3,7,0,4.7,2,0.16,30,12,3,74.3,23.0,77.8,,77.0,0.9,3,1,35,0.0,0,328,2,47.6,41,95.1,312,35.7,117,119.9,61,5,63.4,208,605,218,5.3,14.8,1.94,2023,130.3,110.5,0.19,2.83
Rashod Bateman,84296,WR,BLT,18,14.6,3,59.0,50.0,7,14,1,10.0,4,0.04,22,3,0,55.9,78.0,61.0,,60.1,0.2,1,3,29,0.0,0,409,1,48.8,36,95.1,389,10.3,42,64.1,61,1,89.5,366,408,72,2.0,11.3,1.05,2023,190.3,174.6,0.23,3.88
Joshua Palmer,62979,WR,LAC,10,12.3,2,63.3,46.7,7,15,0,7.3,3,-0.03,22,27,1,66.3,29.7,69.0,,69.0,0.0,0,1,79,0.0,0,369,1,45.9,38,92.7,342,38.8,143,99.4,60,2,61.0,225,581,188,4.9,15.3,1.7,2023,115.3,103.4,0.17,2.65
Michael Wilson,84423,WR,ARZ,13,14.1,6,64.4,47.1,8,17,1,2.6,1,-0.04,29,1,0,81.9,77.9,68.3,68.1,68.7,0.0,0,2,69,0.2,1,444,3,43.3,38,93.5,415,25.9,115,98.5,59,3,74.1,329,565,143,3.8,14.9,1.36,2023,151.0,126.5,0.15,2.64
Christian Watson,66581,WR,GB,11,16.2,2,53.6,33.3,6,18,0,6.3,2,0.04,21,12,0,67.3,77.5,68.2,65.5,70.3,2.2,7,6,77,0.3,1,316,2,45.2,30,94.3,298,34.2,108,69.8,56,5,63.6,201,442,122,4.1,14.7,1.48,2023,84.3,105.3,0.19,3.19
Khalil Shakir,84140,WR,BUF,19,7.4,5,87.5,60.0,3,5,0,2.0,1,0.23,32,4,0,86.6,82.9,76.7,69.9,76.9,1.0,4,0,81,0.7,3,413,1,52.5,49,95.2,393,76.8,317,141.5,56,4,22.3,92,686,341,7.0,14.0,1.75,2023,105.5,182.5,0.31,2.34
Kendrick Bourne,12270,WR,NE,8,10.5,5,67.3,0.0,0,4,0,0.0,0,-0.28,15,19,1,90.0,29.3,67.2,,69.7,0.0,0,4,36,0.0,0,247,3,40.4,37,95.1,235,30.4,75,82.8,55,4,69.6,172,406,208,5.6,11.0,1.73,2023,273.7,65.1,0.14,2.24
Darnell Mooney,48236,WR,CHI,15,11.3,4,56.4,18.2,2,11,1,13.9,5,-0.1,20,6,0,41.0,77.1,55.2,39.6,58.9,0.6,3,4,41,0.8,4,489,1,43.2,31,95.3,466,65.4,320,56.2,55,1,32.5,159,414,185,6.0,13.4,0.89,2023,146.8,193.2,0.2,3.02
Marquez Valdes-Scantling,47809,WR,KC,20,17.8,2,55.8,42.9,3,7,1,9.4,3,0.1,19,16,1,57.8,27.2,52.1,,52.9,0.0,0,1,46,0.0,0,608,3,49.6,29,93.6,569,32.6,198,88.9,52,2,67.4,410,443,101,3.5,15.3,0.78,2023,332.0,84.5,0.18,4.22
Nelson Agholor,9453,WR,BLT,19,9.7,4,73.1,44.4,4,9,1,9.5,4,-0.06,21,3,1,56.7,43.6,61.6,36.3,61.4,2.9,12,1,39,0.2,1,419,1,44.1,38,94.0,394,71.8,301,121.6,52,5,25.3,106,432,172,4.5,11.4,1.1,2023,277.0,49.1,0.12,3.51
Jameson Williams,101701,WR,DET,15,16.4,5,58.8,58.3,7,12,0,14.3,5,0.09,19,11,1,41.3,28.6,62.9,61.8,61.8,0.0,0,2,63,0.3,1,342,0,49.5,30,97.1,332,35.4,121,89.7,51,3,64.6,221,433,106,3.5,14.4,1.3,2023,96.3,212.2,0.26,3.08
Allen Lazard,48135,WR,NYJ,14,12.2,1,47.9,23.5,4,17,0,17.9,5,-0.32,17,22,0,31.7,75.3,52.7,74.9,52.6,0.2,1,1,39,0.4,2,483,5,35.2,23,94.2,455,22.2,107,67.3,48,1,77.6,375,311,57,2.5,13.5,0.68,2023,285.0,126.0,0.19,3.41
JuJu Smith-Schuster,11817,WR,NE,11,7.5,0,63.0,61.5,8,13,0,9.4,3,-0.24,13,19,0,57.0,76.3,57.0,,59.0,0.4,1,4,37,0.0,0,256,4,40.7,29,96.1,246,43.4,111,49.2,46,1,56.3,144,260,95,3.3,9.0,1.06,2023,263.0,53.1,0.13,2.95
Demarcus Robinson,10760,WR,LA,14,14.1,3,64.4,85.7,6,7,0,0.0,0,0.2,23,26,2,87.3,20.7,70.0,,69.2,0.0,0,1,37,0.0,0,271,2,51.4,29,95.6,259,24.0,65,114.6,45,4,76.0,206,415,93,3.2,14.3,1.6,2023,185.7,123.5,0.14,3.98
Cedrick Wilson,48170,WR,MIA,16,11.7,1,55.6,50.0,5,10,0,0.0,0,-0.07,16,17,0,85.7,78.6,65.3,,66.3,0.6,2,1,31,0.0,0,320,3,43.8,25,94.7,303,38.4,123,92.2,45,3,60.3,193,333,65,2.6,13.3,1.1,2023,314.0,47.1,0.12,2.35
Kalif Raymond,11028,WR,DET,17,8.8,3,81.4,0.0,0,2,0,2.8,1,0.04,20,11,0,79.9,89.7,75.4,28.2,75.8,0.8,2,0,41,0.4,1,247,2,49.4,35,95.5,236,49.0,121,121.8,43,1,49.0,121,489,214,6.1,14.0,2.07,2023,260.7,50.5,0.24,2.66
Brandon Powell,48036,WR,MIN,13,8.4,3,67.4,28.6,2,7,1,9.4,3,0.06,18,18,0,57.2,64.2,61.7,76.7,63.6,0.0,0,2,28,1.6,5,305,3,43.6,29,94.1,287,63.6,194,78.1,43,1,36.4,111,324,102,3.5,11.2,1.13,2023,368.0,14.1,0.07,2.01
Van Jefferson,47447,WR,ATL,17,16.9,0,47.6,37.5,3,8,1,13.0,3,0.0,10,2,0,47.8,75.0,49.6,,51.9,0.0,0,4,46,0.0,0,395,5,46.3,20,95.2,376,39.7,157,22.9,42,0,60.3,238,209,23,1.2,10.5,0.56,2023,256.0,63.6,0.09,2.65
Jauan Jennings,48027,WR,SF,16,10.4,6,69.0,50.0,4,8,0,3.3,1,0.28,20,28,0,76.7,76.8,74.1,73.0,72.4,0.0,0,1,31,0.9,3,326,3,52.4,29,92.9,303,57.7,188,102.9,42,2,42.3,138,376,130,4.5,13.0,1.24,2023,252.7,210.5,0.31,2.73
Cedric Tillman,84434,WR,CLV,14,12.2,4,50.0,28.6,2,7,0,4.5,1,-0.19,12,8,0,71.3,75.0,55.5,76.4,55.4,2.9,11,5,23,1.6,6,382,1,40.1,21,93.7,358,38.5,147,26.4,42,0,58.6,224,224,67,3.2,10.7,0.63,2023,289.7,80.4,0.19,2.68
Nick Westbrook-Ikhine,47861,WR,TEN,14,12.4,4,66.7,22.2,2,9,1,12.5,4,-0.07,18,31,0,40.0,76.5,59.4,79.6,61.9,0.0,0,0,33,2.8,10,362,3,40.8,28,90.6,328,52.2,189,118.2,42,3,47.8,173,370,117,4.2,13.2,1.13,2023,366.0,135.7,0.18,4.24
Jalin Hyatt,124282,WR,NYG,17,20.7,1,57.5,40.0,4,10,0,14.8,4,-0.09,11,21,1,44.0,26.2,59.7,,58.5,0.0,0,2,58,0.0,0,403,0,41.0,23,96.3,388,11.7,47,68.0,40,0,88.3,356,373,53,2.3,16.2,0.96,2023,242.3,14.2,0.04,1.77
Greg Dortch,42237,WR,ARZ,13,9.6,7,63.2,25.0,2,8,0,0.0,0,-0.18,14,1,0,85.7,88.8,68.2,,71.2,0.0,0,0,38,0.0,0,258,1,38.0,24,95.0,245,28.3,73,103.0,38,2,71.3,184,280,153,6.4,11.7,1.14,2023,196.0,92.3,0.21,2.2
Xavier Gipson,104136,WR,NYJ,14,9.9,5,58.3,28.6,2,7,0,4.5,1,-0.33,9,22,0,72.8,40.1,56.2,38.3,56.5,0.0,0,1,36,0.3,1,363,2,35.8,21,94.5,343,61.4,223,65.6,36,0,37.7,137,229,107,5.1,10.9,0.67,2023,288.0,16.4,0.09,2.34
Skyy Moore,97116,WR,KC,14,9.3,4,58.3,25.0,1,4,0,4.5,1,0.09,13,16,0,72.8,26.3,54.8,,54.9,1.3,4,3,54,0.0,0,307,0,52.2,21,94.1,289,34.9,107,53.5,36,1,63.2,194,244,111,5.3,11.6,0.84,2023,315.5,0.0,0.0,
Jalen Tolbert,61637,WR,DAL,18,14.2,2,61.1,50.0,4,8,0,4.3,1,0.08,13,9,0,72.1,75.5,56.5,,58.0,0.0,0,1,45,0.0,0,321,1,46.3,22,93.5,300,36.1,116,91.0,36,2,63.9,205,268,31,1.4,12.2,0.89,2023,186.5,152.0,0.17,3.1
Chris Moore,10741,WR,TEN,17,18.0,0,62.9,55.6,5,9,0,4.3,1,-0.07,16,31,1,72.8,30.0,64.9,73.6,64.9,0.0,0,1,49,0.6,2,330,0,42.2,22,92.4,305,32.7,108,93.0,35,0,67.3,222,424,62,2.8,19.3,1.39,2023,374.0,0.0,0.0,
Braxton Berrios,47961,WR,MIA,17,7.0,1,79.4,50.0,2,4,1,3.6,1,0.1,15,17,0,75.5,90.1,57.6,69.3,57.4,0.0,0,2,22,0.6,2,349,2,50.1,27,96.0,335,59.6,208,81.1,34,1,40.1,140,238,86,3.2,8.8,0.71,2023,370.0,0.0,0.0,
Tre Tucker,101106,WR,LV,16,19.2,1,55.9,33.3,1,3,0,5.0,1,-0.08,12,23,0,69.6,77.4,65.2,,64.3,0.0,0,2,50,0.0,0,236,1,44.6,19,94.9,224,38.1,90,84.3,34,2,61.4,145,331,27,1.4,17.4,1.48,2023,243.3,129.3,0.13,2.31
Trenton Irwin,48080,WR,CIN,16,10.6,1,75.8,50.0,2,4,0,0.0,0,-0.02,15,7,1,86.1,24.3,57.0,59.1,60.8,1.1,3,2,32,0.7,2,279,0,48.5,25,93.9,262,34.4,96,90.0,33,1,64.5,180,316,113,4.5,12.6,1.21,2023,384.0,4.5,0.04,1.5
John Metchie III,97400,WR,HST,18,8.7,3,57.6,0.0,0,3,1,13.6,3,0.06,9,13,0,46.6,75.5,57.8,65.3,58.6,0.0,0,0,27,0.4,1,226,2,45.6,19,94.7,214,39.8,90,75.6,33,0,60.2,136,202,95,5.0,10.6,0.94,2023,258.5,55.4,0.15,2.31
Calvin Austin III,61418,WR,PIT,18,11.9,4,56.3,42.9,3,7,0,5.3,1,-0.09,8,25,0,69.0,88.2,56.6,,56.1,0.4,1,1,72,0.0,0,262,2,41.9,18,94.7,248,41.2,108,81.1,32,2,58.4,153,187,74,4.1,10.4,0.75,2023,297.7,114.8,0.19,3.19
Marvin Mims,122937,WR,DEN,16,15.2,4,68.8,28.6,2,7,0,4.3,1,-0.12,9,10,0,73.7,62.8,63.1,,64.6,0.0,0,1,60,0.0,0,264,1,41.2,22,92.8,245,28.4,75,105.9,32,1,70.8,187,377,156,7.1,17.1,1.54,2023,192.8,129.5,0.44,2.49
Tyler Scott,123578,WR,CHI,17,12.5,1,54.8,14.3,1,7,0,15.0,3,-0.13,10,6,1,41.9,28.2,52.7,80.6,53.2,1.1,3,1,30,3.0,8,271,1,42.3,17,94.8,257,21.0,57,56.9,31,0,77.9,211,168,65,3.8,9.9,0.65,2023,315.0,1.5,0.07,1.5
Terrace Marshall,84271,WR,CAR,9,7.9,0,63.3,40.0,2,5,0,9.5,2,-0.25,8,5,1,58.1,24.3,54.8,,56.6,0.0,0,1,14,0.0,0,229,1,36.9,19,94.8,217,28.4,65,60.3,30,0,71.6,164,139,48,2.5,7.3,0.64,2023,409.0,7.1,0.05,2.37
Treylon Burks,99218,WR,TEN,11,17.7,1,55.2,28.6,2,7,2,20.0,4,-0.11,8,31,0,31.9,75.7,52.4,74.6,52.6,0.0,0,0,70,0.7,2,287,4,36.4,16,92.7,266,31.0,89,79.8,29,0,68.6,197,221,72,4.5,13.8,0.83,2023,275.0,7.5,0.05,1.25
Mecole Hardman,42683,WR,KC,14,7.9,3,69.0,33.3,1,3,0,9.1,2,-0.2,10,16,1,58.1,22.0,55.2,,60.4,0.6,1,2,52,0.0,0,154,1,36.6,20,92.2,142,55.2,85,69.0,29,1,41.6,64,186,122,6.1,9.3,1.31,2023,325.0,33.2,0.29,1.95
Mack Hollins,11873,WR,ATL,13,13.4,0,64.3,60.0,3,5,0,0.0,0,-0.24,9,2,0,82.7,73.9,64.6,66.1,64.8,0.6,1,0,45,0.6,1,168,1,44.4,18,95.8,161,26.2,44,93.0,28,0,73.2,123,251,59,3.3,13.9,1.56,2023,243.0,98.8,0.14,3.19
Bo Melton,61610,WR,GB,7,13.6,1,69.2,50.0,3,6,0,5.3,1,0.44,14,12,0,69.6,75.3,83.4,,82.6,1.0,1,0,37,0.0,0,96,0,57.1,18,94.8,91,33.3,32,124.5,26,2,63.5,61,244,38,2.1,13.6,2.68,2023,289.0,22.5,0.09,1.41
Mike Williams,11762,WR,LAC,3,12.4,4,76.0,71.4,5,7,0,0.0,0,0.28,9,27,0,83.2,74.5,74.6,,73.5,0.9,1,0,49,0.0,0,113,0,57.0,19,94.7,107,28.3,32,120.3,25,1,70.8,80,249,105,5.5,13.1,2.33,2023,136.5,56.8,0.12,2.7
Andrei Iosivas,109811,WR,CIN,15,9.4,0,60.0,40.0,2,5,1,11.8,2,0.01,11,7,0,51.5,73.8,61.2,,62.1,0.0,0,1,16,0.0,0,159,1,49.0,15,95.0,151,17.0,27,94.3,25,4,83.0,132,116,34,2.3,7.7,0.77,2023,206.0,119.9,0.13,3.33
Jake Bobo,77997,WR,SEA,17,7.3,1,79.2,71.4,5,7,0,5.0,1,0.03,9,29,0,71.5,75.5,73.5,59.8,70.7,0.6,1,1,31,1.3,2,160,1,45.7,19,93.8,150,33.8,54,111.1,24,2,63.1,101,196,88,4.6,10.3,1.31,2023,289.0,29.7,0.09,2.28
Malik Heath,124173,WR,GB,13,9.3,0,62.5,44.4,4,9,0,11.8,2,0.27,6,12,0,51.2,73.7,60.1,28.9,59.2,1.7,2,0,16,0.8,1,121,0,48.3,15,96.7,117,32.2,39,89.8,24,1,66.1,80,125,36,2.4,8.3,1.07,2023,387.0,31.7,0.19,3.17
Dyami Brown,77986,WR,WAS,17,16.9,1,52.2,50.0,2,4,0,14.3,2,0.05,8,32,0,45.7,72.9,59.0,,58.6,0.0,0,2,35,0.0,0,178,1,44.9,12,93.3,166,32.6,58,54.3,23,1,67.4,120,168,77,6.4,14.0,1.01,2023,213.0,69.4,0.15,2.1
Xavier Hutchinson,122518,WR,HST,16,9.5,3,54.5,14.3,1,7,0,7.7,1,-0.1,3,13,0,63.2,74.7,47.3,,47.2,0.0,0,0,34,0.0,0,201,3,42.6,12,94.5,190,36.3,73,66.3,22,0,63.2,127,99,37,3.1,8.3,0.52,2023,345.0,23.7,0.05,1.97
Tyquan Thornton,78092,WR,NE,9,10.8,0,59.1,33.3,1,3,0,13.3,2,-0.07,3,19,0,47.7,73.8,57.6,,54.4,0.0,0,0,15,0.0,0,141,0,43.1,13,97.2,137,22.7,32,68.6,22,0,77.3,109,91,48,3.7,7.0,0.66,2023,285.0,8.7,0.08,2.17
Cooper Kupp,11824,WR,LA,21,8.8,30,77.4,53.8,14,26,0,4.8,9,0.24,108,26,1,87.1,76.3,93.0,40.2,93.1,0.0,0,7,70,1.0,8,826,0,53.0,178,94.2,778,66.0,545,129.7,230,22,32.1,265,2425,1070,6.0,13.6,3.12,2021,4.0,203.4,0.38,2.42
Tyreek Hill,10799,WR,KC,20,10.6,15,73.6,28.6,6,21,2,6.9,10,0.24,87,16,2,71.6,48.8,86.0,,85.6,0.8,6,4,75,0.0,0,759,4,53.3,134,93.7,711,53.6,407,111.1,182,12,45.3,344,1524,576,4.3,11.4,2.14,2021,22.0,341.2,0.43,2.71
Davante Adams,8688,WR,GB,17,9.7,13,74.6,50.0,14,28,1,2.9,4,0.19,88,12,0,90.5,85.4,92.7,,92.8,0.2,1,3,59,0.0,0,618,2,49.3,132,94.5,584,33.0,204,116.6,177,11,66.8,413,1643,650,4.9,12.4,2.81,2021,11.3,335.5,0.32,3.26
Diontae Johnson,33441,WR,PIT,17,9.0,16,63.6,39.1,9,23,1,6.7,8,-0.07,64,25,2,64.7,35.9,73.2,,73.8,0.1,1,3,50,0.0,0,701,10,40.4,112,93.3,654,7.0,49,93.3,176,9,92.9,651,1195,542,4.8,10.7,1.83,2021,46.3,176.7,0.17,1.9
Stefon Diggs,9579,WR,BUF,19,11.8,17,64.9,46.9,15,32,0,4.4,5,0.17,68,4,1,84.4,60.3,81.0,67.2,81.9,0.1,1,6,61,0.1,1,748,2,51.6,109,94.1,704,20.9,156,93.2,168,10,78.6,588,1292,338,3.1,11.9,1.84,2021,10.3,316.6,0.38,2.9
Justin Jefferson,61398,WR,MIN,17,13.3,9,66.3,48.1,13,27,0,7.7,9,0.09,75,18,1,69.4,60.9,90.1,,90.1,0.0,0,2,56,0.0,0,662,1,45.6,108,94.1,623,31.0,205,113.9,163,10,68.4,453,1616,492,4.6,15.0,2.59,2021,3.3,365.3,0.34,2.77
Ja'Marr Chase,84270,WR,CIN,21,12.9,22,67.1,38.9,14,36,0,9.4,11,0.11,72,7,2,56.3,40.1,85.3,,86.1,0.1,1,7,82,0.0,0,787,3,46.8,106,94.8,746,18.4,145,117.1,158,14,80.9,637,1823,827,7.8,17.2,2.44,2021,6.3,246.4,0.31,2.68
DJ Moore,48267,WR,CAR,17,10.8,7,59.6,34.6,9,26,0,8.8,9,-0.2,60,5,1,55.1,59.7,76.9,66.8,76.3,0.0,0,6,64,0.2,1,653,1,40.9,93,95.3,622,18.4,120,75.2,156,4,80.7,527,1157,445,4.8,12.4,1.86,2021,35.5,199.1,0.2,2.73
Keenan Allen,7857,WR,LAC,16,9.1,3,70.7,50.0,14,28,0,7.8,9,0.14,66,27,1,60.6,59.9,77.5,,77.5,0.3,2,5,42,0.0,0,689,4,49.2,106,93.0,641,62.6,431,92.0,150,6,36.3,250,1138,356,3.4,10.7,1.78,2021,31.0,166.0,0.32,2.48
Jaylen Waddle,84088,WR,MIA,16,7.0,11,75.4,70.6,12,17,0,8.0,9,0.04,59,17,1,64.1,64.9,78.3,,78.5,0.2,1,6,57,0.0,0,622,4,47.7,104,93.1,579,60.1,374,91.9,138,6,38.3,238,1015,455,4.4,9.8,1.75,2021,43.3,261.2,0.33,3.35
Tee Higgins,61211,WR,CIN,18,12.2,12,67.6,41.9,18,43,0,8.0,8,0.11,66,7,1,63.5,55.5,83.4,62.2,82.8,0.3,2,2,75,0.1,1,676,2,46.7,92,95.1,643,21.0,142,114.8,136,8,78.7,532,1400,425,4.6,15.2,2.18,2021,31.0,218.9,0.29,2.96
Hunter Renfrow,47509,WR,LV,18,6.7,15,82.2,40.0,6,15,0,2.6,3,0.01,52,23,1,90.4,58.0,78.8,,80.3,0.0,0,1,54,0.0,0,623,0,47.0,111,93.9,585,64.5,402,119.6,135,9,35.2,219,1096,490,4.4,9.9,1.87,2021,83.0,81.0,0.21,2.25
Darnell Mooney,48236,WR,CHI,17,11.4,10,60.4,20.0,4,20,0,4.7,4,-0.13,49,6,0,79.4,83.0,74.7,65.8,74.9,0.0,0,8,64,0.2,1,651,0,43.2,81,94.2,613,43.6,284,70.3,134,4,55.6,362,1055,391,4.8,13.0,1.72,2021,59.8,101.5,0.16,2.48
Mike Evans,8642,WR,TB,18,13.1,10,67.9,75.0,15,20,0,6.2,6,0.19,66,30,0,72.5,83.0,75.4,,75.1,0.0,0,3,55,0.0,0,747,2,51.7,91,96.3,719,34.3,256,128.5,134,16,65.7,491,1271,318,3.5,14.0,1.77,2021,26.0,226.3,0.24,2.94
Jakobi Meyers,47468,WR,NE,18,9.8,4,68.5,69.0,20,29,0,4.3,4,0.08,45,19,1,77.6,83.7,74.7,75.5,74.6,0.2,1,3,39,1.3,8,615,3,48.6,89,93.3,574,65.9,405,83.7,130,2,33.8,208,906,233,2.6,10.2,1.58,2021,139.3,182.3,0.26,2.64
Brandin Cooks,8655,WR,HST,16,11.1,6,69.2,57.1,12,21,1,4.3,4,-0.2,45,13,0,82.5,83.1,77.4,,77.3,0.0,0,3,52,0.0,0,567,2,40.3,90,93.1,528,34.0,193,98.8,130,6,65.3,370,1037,349,3.9,11.5,1.96,2021,53.3,144.6,0.22,2.49
Terry McLaurin,48229,WR,WAS,17,13.9,7,61.1,53.2,25,47,0,2.5,2,-0.05,47,32,0,88.9,82.0,78.3,,78.3,0.0,0,4,46,0.0,0,621,2,44.8,77,93.7,582,27.4,170,87.8,126,5,72.6,451,1053,313,4.1,13.7,1.81,2021,44.3,229.0,0.22,2.73
DK Metcalf,47864,WR,SEA,17,13.1,9,60.5,34.6,9,26,2,5.1,4,0.04,48,29,1,77.2,50.0,80.9,65.4,82.5,0.0,0,2,84,0.2,1,530,7,44.0,75,94.2,499,19.6,104,110.5,124,12,80.4,426,967,321,4.3,12.9,1.94,2021,56.5,230.8,0.26,2.56
Michael Pittman,29049,WR,IND,17,10.3,9,71.0,64.3,18,28,1,5.4,5,0.01,54,14,1,77.6,57.1,78.0,66.3,79.9,0.2,1,3,57,0.2,1,602,5,44.6,88,92.2,555,18.8,113,103.6,124,6,81.1,488,1082,343,3.9,12.3,1.95,2021,28.5,218.5,0.21,2.14
Chris Godwin,11839,WR,TB,14,7.6,15,79.0,63.6,7,11,0,4.9,5,0.16,55,30,2,80.7,33.9,81.3,69.6,79.4,0.5,3,2,44,0.2,1,584,0,52.0,98,95.9,560,70.4,411,110.5,124,5,28.8,168,1103,588,6.0,11.3,1.97,2021,56.5,224.8,0.26,2.1
Mike Williams,11762,WR,LAC,16,12.0,7,62.3,51.2,21,41,0,8.4,7,0.22,51,27,0,62.3,82.0,77.6,,77.6,0.2,1,1,72,0.0,0,620,1,50.5,76,93.9,582,16.9,105,114.3,122,9,82.9,514,1146,415,5.5,15.1,1.97,2021,36.3,176.5,0.25,2.8
CeeDee Lamb,61570,WR,DAL,17,10.9,19,66.7,70.0,14,20,1,9.1,8,0.15,56,9,0,53.5,87.7,84.1,67.8,84.8,0.0,0,6,49,0.5,3,635,3,49.3,80,91.2,579,39.8,253,92.5,120,6,59.1,375,1123,442,5.5,14.0,1.94,2021,17.0,301.6,0.3,2.58
Amon-Ra St Brown,84470,WR,DET,17,7.0,8,78.3,50.0,9,18,0,2.2,2,-0.04,48,11,0,91.0,84.1,79.4,68.6,79.4,0.2,1,2,37,0.5,3,552,1,46.9,90,94.7,523,77.0,425,107.0,115,5,20.8,115,912,430,4.8,10.1,1.74,2021,51.0,267.6,0.32,2.33
Cole Beasley,7330,WR,BUF,18,5.6,3,77.4,28.6,2,7,0,5.3,5,0.13,37,4,1,77.7,55.2,68.3,,68.9,0.0,0,3,29,0.0,0,569,1,50.5,89,94.2,536,87.7,499,86.6,115,1,11.6,66,772,351,3.9,8.7,1.44,2021,358.0,9.5,0.32,1.58
Marvin Jones,7158,WR,JAX,17,12.6,3,64.0,53.3,16,30,1,3.9,3,-0.08,42,15,0,82.2,81.6,68.3,76.4,70.4,0.3,2,3,33,0.3,2,667,4,44.7,73,93.7,625,28.8,192,86.6,114,4,70.9,473,832,128,1.8,11.4,1.33,2021,179.5,116.9,0.17,2.54
Christian Kirk,47546,WR,ARZ,18,12.1,3,74.1,68.4,13,19,1,6.7,6,0.12,45,1,0,69.8,84.5,72.1,,72.7,0.0,0,2,50,0.0,0,613,3,48.2,83,94.0,576,77.8,477,109.7,112,5,22.2,136,1033,254,3.1,12.4,1.79,2021,80.5,243.9,0.25,2.74
AJ Brown,48327,WR,TEN,14,13.2,8,61.8,50.0,13,26,1,11.7,9,0.13,49,31,0,45.4,81.6,86.3,,88.8,0.5,2,2,57,0.0,0,393,3,49.5,68,94.7,372,33.3,131,102.5,110,6,65.9,259,1011,242,3.6,14.9,2.72,2021,26.8,303.6,0.3,3.45
Chase Claypool,42312,WR,PIT,16,12.0,8,56.4,41.5,17,41,1,10.1,7,-0.11,37,25,0,53.5,82.6,67.2,,68.4,0.4,2,3,59,0.0,0,567,8,40.2,62,93.5,530,18.7,106,77.3,110,2,81.0,459,885,325,5.2,14.3,1.67,2021,115.5,103.0,0.16,1.87
DeVonta Smith,61100,WR,PHI,18,14.9,11,61.8,39.3,11,28,0,4.2,3,0.08,45,24,1,81.5,49.1,77.7,,77.6,0.2,1,3,46,0.0,0,599,3,44.8,68,94.0,563,12.0,72,94.4,110,5,87.1,522,976,260,3.8,14.4,1.73,2021,81.8,256.6,0.24,2.7
Amari Cooper,9437,WR,DAL,16,11.9,11,67.9,58.3,14,24,0,5.1,4,0.14,48,9,1,77.1,50.8,73.0,,73.6,0.0,0,0,41,0.0,0,616,1,50.9,74,92.5,570,28.1,173,121.7,109,9,71.9,443,929,230,3.1,12.6,1.63,2021,79.5,248.0,0.25,3.18
Tyler Boyd,10689,WR,CIN,20,7.6,9,78.1,70.6,12,17,0,1.2,1,0.15,44,7,1,90.1,55.0,70.8,68.6,70.4,0.0,0,4,68,0.4,3,719,2,47.9,82,94.3,678,89.2,641,107.1,105,6,10.8,78,938,435,5.3,11.4,1.38,2021,117.0,164.2,0.21,2.83
Robbie Chosen,11254,WR,CAR,17,11.2,4,50.5,23.8,5,21,0,8.6,5,-0.22,27,5,0,60.6,80.5,60.6,,59.3,0.2,1,7,57,0.0,0,652,0,41.4,53,95.6,623,37.6,245,52.8,105,5,62.3,406,519,162,3.1,9.8,0.83,2021,177.0,54.2,0.11,2.71
Van Jefferson,47447,WR,LA,21,14.6,3,57.3,47.4,9,19,0,13.2,9,0.23,36,26,0,38.5,80.9,58.5,66.8,59.5,0.1,1,2,79,0.1,1,730,5,52.5,59,95.3,696,38.5,281,97.7,103,6,61.4,448,904,265,4.5,15.3,1.3,2021,198.5,78.9,0.16,3.29
Tyler Lockett,9502,WR,SEA,16,15.4,3,70.9,45.0,9,20,0,1.4,1,0.03,41,29,0,90.5,82.1,81.0,71.9,82.1,0.2,1,3,69,0.4,2,530,1,43.8,73,94.3,500,41.3,219,122.4,103,8,58.5,310,1175,278,3.8,16.1,2.35,2021,103.3,241.3,0.3,2.87
Brandon Aiyuk,84109,WR,SF,20,10.4,18,67.0,53.6,15,28,0,4.4,3,0.17,44,28,1,79.5,67.2,75.9,66.0,78.3,0.2,1,0,43,0.2,1,593,5,48.4,65,94.3,559,25.1,149,116.4,97,5,74.7,443,961,396,6.1,14.8,1.72,2021,78.8,229.8,0.23,2.87
Laviska Shenault,61220,WR,JAX,16,5.7,20,66.3,20.0,2,10,0,13.7,10,-0.11,30,15,1,36.4,50.9,63.7,77.7,62.6,0.4,2,2,58,1.6,8,490,3,41.6,63,92.7,454,57.8,283,75.7,95,0,40.0,196,619,409,6.5,9.8,1.36,2021,233.0,72.7,0.35,2.02
Courtland Sutton,48164,WR,DEN,17,15.8,3,61.1,42.9,9,21,2,1.7,1,0.04,35,10,0,89.9,80.5,71.2,,71.0,0.2,1,3,55,0.0,0,574,7,45.7,58,94.4,542,13.6,78,80.9,95,2,86.2,495,776,145,2.5,13.4,1.43,2021,37.8,159.4,0.18,2.45
