player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,epa,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,positive_epa_percent,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,year,AVG,fantasyPts,ptsPerSnap,ptsPerTouch
Demarcus Robinson,10760,WR,KC,17,10.7,1,61.0,33.3,1,3,0,10.7,3,0.12,17,16,0,43.1,76.1,54.5,62.4,53.9,0.2,1,2,33,0.2,1,411,2,45.5,25,95.6,393,18.5,76,68.0,41,1,81.3,334,269,67,2.7,10.8,0.68,2017,375.0,74.8,0.18,3.4
Donte Moncrief,8725,WR,IND,12,14.6,2,63.4,62.5,5,8,2,13.3,4,-0.12,22,14,0,44.0,75.7,61.1,,61.6,0.2,1,0,60,0.0,0,403,3,41.1,26,95.3,384,16.4,66,110.9,41,2,83.4,336,391,79,3.0,15.0,1.02,2017,204.0,132.8,0.16,2.77
Kamar Aiken,6671,WR,IND,15,10.3,4,39.5,37.5,3,8,0,31.8,7,-0.2,7,14,0,26.5,73.6,47.0,70.6,44.8,1.1,4,2,21,0.5,2,373,2,38.2,15,94.9,354,53.1,198,27.6,38,0,45.6,170,133,46,3.1,8.9,0.38,2017,386.0,11.3,0.09,1.88
Chester Rogers,10918,WR,IND,11,9.4,4,63.9,0.0,0,7,0,11.5,3,-0.02,16,14,0,51.8,81.3,58.1,62.2,59.4,0.0,0,1,61,0.4,1,285,3,41.0,23,94.7,270,40.0,114,85.9,36,1,59.6,170,284,102,4.4,12.3,1.05,2017,282.0,113.1,0.19,2.09
Terrelle Pryor Sr,6944,WR,WAS,9,11.8,1,57.1,16.7,1,6,0,16.7,4,0.11,15,32,0,29.6,74.6,57.9,,57.4,0.0,0,0,44,0.0,0,247,1,47.5,20,95.5,236,16.2,40,87.8,35,1,83.8,207,240,61,3.1,12.0,1.02,2017,235.7,53.1,0.19,3.12
Laquon Treadwell,10657,WR,MIN,18,12.5,0,58.8,50.0,3,6,0,4.8,1,0.08,11,18,1,70.5,24.5,53.3,,53.8,0.0,0,2,25,0.0,0,344,4,45.6,20,92.4,318,8.1,28,51.1,34,0,91.9,316,200,59,3.0,10.0,0.63,2017,292.0,71.2,0.13,2.03
Chris Moore,10741,WR,BLT,12,14.1,2,52.9,57.1,4,7,0,14.3,3,-0.15,11,3,0,43.5,79.9,59.0,,59.2,0.0,0,2,30,0.0,0,248,0,36.4,18,97.6,242,24.6,61,81.5,34,3,74.6,185,248,38,2.1,13.8,1.02,2017,493.0,46.3,0.1,1.93
Jarius Wright,7118,WR,MIN,18,9.4,0,72.7,83.3,5,6,0,0.0,0,0.14,18,18,0,85.3,75.6,72.3,,72.9,2.1,5,0,33,0.0,0,234,1,46.8,24,94.0,220,80.8,189,121.4,33,2,17.1,40,305,112,4.7,12.7,1.39,2017,487.0,97.6,0.18,2.17
Brandon Marshall,3064,WR,NYG,5,10.6,3,56.3,40.0,4,10,0,10.0,2,0.09,11,21,0,55.6,73.9,62.2,,60.5,0.0,0,1,18,0.0,0,183,0,49.4,18,92.9,170,3.8,7,56.0,32,0,96.2,176,154,45,2.5,8.6,0.91,2017,248.0,30.6,0.16,2.78
Russell Shepard,8254,WR,CAR,15,8.7,3,54.8,16.7,1,6,0,29.2,7,0.17,9,5,1,27.3,25.7,46.0,,45.1,0.6,2,1,40,0.0,0,312,4,45.4,17,93.3,291,78.2,244,72.2,31,1,21.2,66,202,109,6.4,11.9,0.69,2017,425.0,40.8,0.22,4.08
Tyler Boyd,10689,WR,CIN,10,6.9,1,71.0,75.0,3,4,0,12.0,3,0.04,14,7,0,49.3,74.9,62.0,,61.5,0.5,1,1,49,0.0,0,219,0,43.5,22,94.5,207,87.2,191,99.5,31,2,12.3,27,225,93,4.2,10.2,1.09,2017,290.7,221.1,0.29,2.83
Kendrick Bourne,12270,WR,SF,11,13.2,2,51.6,40.0,2,5,2,5.9,1,0.19,12,28,0,67.7,73.6,62.6,70.6,63.8,0.5,1,2,54,0.5,1,212,4,50.2,16,95.3,202,22.6,48,52.8,31,0,76.9,163,257,112,7.0,16.1,1.27,2017,459.0,114.7,0.19,2.73
Breshad Perriman,9459,WR,BLT,11,14.8,0,32.3,8.3,1,12,0,28.6,4,-0.2,3,3,0,28.1,71.1,45.1,,43.4,0.0,0,2,14,0.0,0,225,0,40.9,10,95.6,215,11.1,25,14.6,31,0,88.4,199,77,8,0.8,7.7,0.36,2017,485.0,62.2,0.29,3.11
Taywan Taylor,11827,WR,TEN,18,13.1,1,60.0,14.3,1,7,0,5.3,1,-0.26,9,31,0,69.0,76.7,55.9,,56.9,0.0,0,1,53,0.0,0,193,1,38.9,18,95.9,185,60.6,117,82.6,30,1,37.3,72,240,62,3.4,13.3,1.3,2017,209.7,89.6,0.2,2.42
Cody Latimer,8691,WR,DEN,11,12.3,1,70.4,58.3,7,12,0,5.0,1,0.08,15,10,0,71.5,27.8,70.0,,68.1,0.4,1,1,32,0.0,0,246,0,43.7,19,93.9,231,55.7,137,114.3,27,2,43.9,108,287,59,3.1,15.1,1.24,2017,394.0,36.0,0.17,3.27
Curtis Samuel,11795,WR,CAR,9,9.4,1,57.7,42.9,3,7,0,21.1,4,0.0,6,5,0,29.5,79.0,56.9,,53.6,0.0,0,0,23,0.0,0,142,1,43.7,15,95.1,135,33.8,48,68.6,26,0,64.8,92,115,54,3.6,7.7,0.85,2017,292.7,138.8,0.3,2.95
Jeremy Kerley,6305,WR,NYJ,8,8.2,0,88.0,80.0,4,5,0,4.3,1,0.09,13,22,1,72.1,57.1,66.4,,65.7,0.0,0,0,31,0.0,0,191,0,46.2,22,97.4,186,77.0,147,116.2,25,1,22.5,43,217,62,2.8,9.9,1.17,2017,358.0,2.7,0.06,1.35
Josh Reynolds,11872,WR,LA,16,8.6,1,47.8,33.3,1,3,0,8.3,1,-0.05,7,26,0,62.1,71.9,58.4,85.8,56.6,1.2,2,0,28,1.8,3,168,0,41.1,11,92.3,155,34.5,58,75.3,23,1,61.9,104,104,34,3.1,9.5,0.67,2017,326.0,100.0,0.16,3.23
Mike Williams,11762,WR,LAC,10,12.0,0,47.8,60.0,3,5,0,15.4,2,-0.19,7,27,0,45.7,71.9,52.6,,51.8,0.0,0,1,20,0.0,0,145,0,39.3,11,93.1,135,22.1,32,41.0,23,0,77.9,113,95,15,1.4,8.6,0.7,2017,129.0,178.2,0.29,3.56
Brice Butler,7991,WR,DAL,13,18.5,1,68.2,80.0,4,5,0,16.7,3,0.04,10,9,0,39.8,73.3,65.9,,64.8,0.6,1,1,53,0.0,0,160,1,43.6,15,93.1,149,31.9,51,131.6,22,3,66.3,106,317,32,2.1,21.1,2.13,2017,295.5,18.0,0.15,3.0
Tavon Austin,7789,WR,LA,16,2.9,6,61.9,100.0,1,1,0,7.1,1,-0.01,2,26,1,63.2,69.6,63.1,,55.4,0.0,0,0,13,0.0,0,81,0,39.0,13,95.1,77,54.3,44,66.2,21,0,33.3,27,47,81,6.2,3.6,0.61,2017,269.7,39.5,0.34,2.82
Jakeem Grant Sr,10820,WR,MIA,12,10.3,7,61.9,33.3,1,3,0,13.3,2,-0.22,9,17,0,47.7,88.3,70.7,,74.2,0.0,0,0,65,0.0,0,93,1,36.8,13,93.5,87,20.4,19,125.7,21,2,73.1,68,203,150,11.5,15.6,2.33,2017,395.0,60.3,0.21,2.74
